SpellID,StatusEffects,StatusEffectDurations,Revive,Siphon,AttachToOwner,StickWhenAttached,StoreOffsetWhenStuckToGDE,SpawnSecondaryOnElapsed,SpawnSecondaryOnCollision,EndOnCasterDeath,IgnoreTargetIfAtDeathsDoor,IgnoreTargetIfDead,UseCameraTargetLock,TrackNumInVolume,ClearOnExit,ClearOnEnd,ManaCost,UseStatusEffectDuration,Duration,DurationScaling,Height,Length,Radius,InnerRadius,RadiusScaling,MaxRadiusScaling,CastDistance,CastHeight,CastRadius,ConeAngle,ConeWidth,ChannelTime,ChainDelayDuration,MaxChainNum,UseChainCasterPaperdoll,NumToSpawn,NumToSpawnBeforeFail,SpawnRate,SpawnAngle,SecondarySpellProjectileLaunchAngles,SecondaryProjectileLaunchMinZSpeeds,SecondaryProjectileLaunchMaxZSpeeds,SecondaryProjectileLaunchZOffset,IgnoreRotationForSecondaryProjectileLaunchZSpd,ScaleWithCharacterBoundingBox,ScaleWithDynamicScale,TargetTypes,SpellTypes,CastingTypes,HitAiTarget,OverrideTargetForAiThreat,ShapeTypes,DamageType,CheckObstructions,IgnoreOverheadCollision,IgnoreStructures,IgnoreSelf,IsUnaffiliated,RangedAttackProfile,RangedAttackName,FireJointName,ProjPosOffsetX,ProjPosOffsetY,ProjPosOffsetZ,ProjRotOffsetX,ProjRotOffsetY,ProjRotOffsetZ,CharRelPosOffsetX,CharRelPosOffsetY,CharRelPosOffsetZ,CharRelRotOffsetX,CharRelRotOffsetY,CharRelRotOffsetZ,ProjRaycastOrientation,DamageTable,DamageTableRow,AbilityId,TargetAbilityCondition,BeamEffect,IndicatorVFX,SpellPrefabPath,SecondaryPrefabPath,SecondarySpellID,TertiaryPrefabPath,TertiarySpellID
AI_Naga_Corrupted_CorruptedFlame,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,6,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,,true,,,,,,,,,,,,,,,,,,NagaCorruptedDamageTable,Corrupted_Flame,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptedFlame,,,,
AI_Naga_Corrupted_Corruption_Shot,,,,,,,,,,true,,,,,true,true,,false,3000,,2,,4,,,,4.25,3,0,,,0,,,,10,10,10,,,,,,,,,Enemy,Elemental,PathOfDestiny,,,Sphere,,true,true,,,,,,,,,,,,,,1.5,,,,,,NagaCorruptedDamageTable,Corruption_Shot,,,,,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionShot_Trail_Spawner,Characters/SpellSlices/Naga_Corrupted/AI_Naga_Corrupted_CorruptionShot_Trail,,,
AI_Naga_Corrupted_Corruption_Shot_Arrow,,,,,,,,,,true,,,,,true,true,,false,10000,,1,1,6,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,Box,,,true,,,,AI_Naga_Corrupted,Corrupted_Shot,right_hand_attach,,2,-0.5,,,,0,5,-0.5,0,0,0,,NagaCorruptedDamageTable,Corruption_Shot,,,,,items/weapons/AI/Naga_Corrupted_CorruptionShot_Projectile,,,,
AI_Naga_Corrupted_TargetMarker_CorruptionShot,AI_Naga_Corrupted_TargetMarker_CorruptionShot,,,,,,,,,true,true,true,,,false,false,,true,150,,5,,1,,,,2,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
AI_Naga_Corrupted_TargetMarker_RapidShot,AI_Naga_Corrupted_TargetMarker_RapidShot,,,,,,,,,true,true,true,,,false,false,,true,150,,5,,1,,,,2,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Direct,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership,,,,
AI_Swamp_Archer_Volley,,,,,,,,,,,,,,,true,true,SpecialAttack,false,1500,,5,,2,,,,50,25,,,,1,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,FeralArcherDamageTable,Archer_Volley,,,,,Characters/SpellSlices/ai_swamp_archer_volley,,,,
AI_Swamp_Shaman_Ranged_AOE,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,25000,,5,,3,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/swamp_shaman_ranged_aoe,,,,
AI_Swamp_Shaman_Mist,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,12000,,5,,3,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/shaman_mist,,,,
AI_Swamp_Fiend_SelfDestruct,,,,,,,,,,,,,,,true,true,,false,5000,,5,,5,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,SwampFiendDamageTable,Swamp_Fiend_Self_Destruct,,,,,Characters/SpellSlices/Swamp_fiend_self_destruct,,,,
AI_Swamp_Dryad_Beast_Pull_Minions,,,,,,,,,,,,,,,true,true,,false,5000,,10,,50,,,,0,0,,,,0,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,SwampBeastDamageTable,Spell_Pull_Minions,,,,,Characters/SpellSlices/swamp_dryad_beast_minion_pull,,,,
AI_Swamp_Dryad_Beast_Kill_Minions,,,,,,,,,,,,,,,true,true,,false,2000,,8,,80,,,,0,0,,,,0,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,SwampBeastDamageTable,Spell_Kill_Minions,,,,,Characters/SpellSlices/swamp_dryad_beast_minion_pull,,,,
AI_Swamp_Dryad_Beast_Summon_Fiends,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,1,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/spellslices/swamp_beast_boss_minion_offset,,,,
AI_Swamp_Dryad_Beast_Homing_Spikes,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,1,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,SwampBeastDamageTable,Spell_Homing_Earthspike,,,,,Characters/SpellSlices/swamp_dryad_beast_homing_spikes_offset,,,,
AI_Swamp_Dryad_Death_Spell,AI_Swamp_Dryad_Death_Buff,,,,true,,,,,,,,,,false,false,,true,,,,,20,,,,,,,,,,0.6,1,,,,,,,,,,,,,Friend,Elemental,Chain,,,Sphere,,,,,true,,,,,,,,,,,,,,,,,,,,,,cFX_npc_Dryad.Swamp_Buff_Beam,,Items/Weapons/spell_aoe_leadership_enemy,,,,
AncientGuardian_Heavy_Shockwave,,,,,,,,,,,,,,,false,false,,false,1200,,2,,3,,22,34,0,0,,0,0,0,,,,,,,,,,,,,,,Enemy,Ability,AoE,,,Cylinder,,,true,,true,,,,,,,,,,,,,,,,,,AncientGuardianHeavyBossDamageTable,HeavyJump_Shockwave,,,,,Characters/SpellSlices/AncientGuardian_Heavy_Shockwave,,,,
AncientGuardian_Heavy_Adds_Wipe,,,,,,,,,,,,,,,true,true,,false,500,,5,,50,,,,0,0,,,,0,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,AncientGuardianHeavyBossDamageTable,Adds_Wipe,,,,,Characters/SpellSlices/AncientGuardian_Heavy_Adds_Wipe,,,,
AncientGuardian_Heavy_LeapTell,,,,,,,,,,,,,,,true,true,,false,3000,,5,,4,,,,12,0,4,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,-1.5,,,,,,,,Characters/SpellSlices/AncientGuardian_Heavy_LeapTell,,,,
AI_AncientGuardian_Mage_Miniboss_Shield,,,,,,,,,,true,,,,,false,false,,false,-1,,5,,30,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,,true,,,,,,,,,,,,,,,,,,,,,,,,Characters/Auras/Mage_Arcane_Shield_Miniboss,,,,
AI_AncientGuardian_Mage_Miniboss_BuffMinion,AI_Mage_Miniboss_BuffMinion,,,,true,,,,,true,,,,,false,false,,false,2500,,,,40,,,,,,,,,20,20,1,true,,,,,,,,,,,,All,Elemental,Chain,,,Sphere,,,,,true,,,,,,,,,,,,,,,,,,,,,,wFX_Arcane_Range.Chain,,Characters/SpellSlices/spell_aoe_mage_buff,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs,,,,,,,,,,true,true,true,,,false,false,,false,5000,,7.5,,10,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Cylinder,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/Simple/EF_AncientMage_Homing_Projectile,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs_AOE,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,25000,,5,,3,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/AI_Mage_Orb_AOE,,,,
AI_AncientGuardian_Mage_Miniboss_Orbs_Detect,AI_Mage_Miniboss_Orbs_StatusEffect,,,,,,,,,true,true,true,,,false,false,,true,1000,,2.5,,40,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Cylinder,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/naga_ancientguardian_arcanebomb_apply,,,,
Bog_Monster_LocustSwarm,Bog_Monster_Swarm,,,,,,,,,true,,,,,true,true,,false,14000,,5,,2,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,BogMonsterDamageTable,Bug_Swarm,,,,,Characters/SpellSlices/bog_monster_swarm,,,,
Bog_Monster_Boil_Bog,,,,,,,,,,true,,,,,true,true,,false,10000,,0.5,2,5.5,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Box,,,true,,,,,,,,,,,,,,3.5,,,,,,BogMonsterDamageTable,Boiling_Bog,,,,,Characters/SpellSlices/bog_monster_boilingbog,,,,
Bog_Monster_Root_Arena,,,,,,,,,,true,,,,,true,true,,false,50000,,5,,1,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/bog_monster_rootarena,,,,
Bog_Monster_Root_Arena_Wipe,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,30,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,false,true,,true,,,,,,,,,,,,,,,,,,BogMonsterDamageTable,Muddy_Roots_Wipe,,,,,Characters/SpellSlices/bog_monster_root_wipe,,,,
Bog_Monster_Swamps_Revenge,,,,,,,,,,true,,,,,true,true,,false,5000,,5,,5,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,BogMonsterDamageTable,Swamps_Revenge,,,,,Characters/SpellSlices/bog_monster_swamps_revenge,,,,
Bog_Monster_Revenge_Blight_Trail,,,,,,,,,,true,,,,,true,true,,false,20000,,5,,0,,,,,,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Burnout,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_enemy,,Bog_Monster_Revenge_Blight_Trail_Spawn,,
Bog_Monster_Revenge_Blight_Trail_Spawn,,,,,,,,,,true,,,,,true,true,,false,20000,,5,,2,,,,3,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/bog_monster_revenge_blight_trail,,,,
Bog_Monster_Power_Spores,Bog_Monster_Power_Spore,,,,true,,,,,,,,,,false,false,,true,,,,,5,,,,,,,,,,1,5,,,,,,,,,,,,,Friend,Elemental,Chain,,,Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_aoe_leadership_enemy,,,,
Bog_Monster_Adds_Wipe,,,,,,,,,,,,,,,true,true,,false,500,,5,,40,,,,0,0,,,,0,,,,,,,,,,,,,,,All,Elemental,AoE,,,Sphere,,,true,,true,,,,,,,,,,,,,,,,,,BogMonsterDamageTable,Adds_Wipe,,,,,Characters/SpellSlices/bog_monster_adds_wipe,,,,
Dryad_Bomb,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,25000,,5,,3,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,FeralShamanDamageTable,Mushroom,,,,,Characters/SpellSlices/dryad_mushroom_bomb,,,,
Dryad_Tendril_Sweep_Pools,,,,,,,,,,,,,,,true,true,,false,10000,,5,,10,,,,2,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,,,,,,,,,,,,,,,,,DryadTendrilDamageTable,Attack_Sweep,,,,,Characters/SpellSlices/dryad_tendril_sweep_spawner,,,,
Mage_Ranged_AOE,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,25000,,5,,3,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/mage_ranged_aoe,,,,
TEST,,,,,,,,,,,,,,,true,true,Elemental_Fire_AoE,false,15000,,5,,3,,,,30,2.5,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/dryad_aoe_combo,,,,
Impaler_Spike,,,,,,,,,,,,,,,,,,,-1,,,,,,,,10,,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,,,,true,,,,AI_Impaler,Basic,right_hand_attach,0,0,0,0,0,0,,,,,,,,CorruptionEntityDamageTable,Impaler_Spike,,,,,Items/Weapons/Corruption_Impaler_Spike,,,,
Impaler_Spike_Left,,,,,,,,,,,,,,,,,,,-1,,,,,,,,30,,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,,,,true,,,,AI_Impaler,Basic,left_hand_attach,0,0,0,0,0,0,,,,,,,,CorruptionEntityDamageTable,Impaler_Spike,,,,,Items/Weapons/Corruption_Impaler_Spike,,,,
ChargingShout_GroupBuff,Sword_CC_Slow,,,,,,,,,,,,,,false,false,,true,1000,,1,,5,,,,0,1,,,,0,,,,,,,,,,,,,,,Enemy,Ability,AoE,,,Sphere,,true,true,,,,,,,,,,,,,,,,,,,,DamageTable,OH_Shield_Attack_RushThreat,,,,,Items/Weapons/spell_aoe_intimidating_rush,,,,
Toy_TurkeyCall,Toy_TurkeyCall,,,,true,,,,,,,,,,false,false,,true,,,,,30,,,,,,,,,,0.6,1,,,,,,,,,,,,,All,Elemental,Chain,,,Sphere,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/spell_aoe_turkey,,,,
Empress_Dragon_Breath,,,,,,,,,,true,,,,,true,true,,false,6250,,5,,14,,,,12,0,,60,2,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_empress_dragon_breath,,,,
Maiden_Dragon_Breath,,,,,,,,,,true,,,,,true,true,,false,4000,,5,,8,,,,12,0,,45,0.5,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,DynastyMaidenDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_maiden_dragon_breath,,,,
Pedestal_Dragon_Breath,,,,,,,,,,true,,,,,true,true,,false,6250,,5,,8,,,,12,0,,45,0.5,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressPedestalDamageTable,Dragon_Breath,,,,,Characters/SpellSlices/dynasty_empress_pedestal_dragon_breath,,,,
Empress_Dragon_Dive,,,,,,,,,,true,,,,,true,true,,false,4100,,7.5,1.4,1,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,Box,,,true,,,,AI_Empress,Dragon,,0,0,0,0,0,0,,,,,,,,DynastyEmpressDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_empress_dragon_dive,,,,
Maiden_Dragon_Dive,,,,,,,,,,true,,,,,true,true,,false,4100,,4,1,1,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,Box,,,true,,,,AI_Empress,Dragon,,0,0,0,0,0,0,,,,,,,,DynastyMaidenDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_maiden_dragon_dive,,,,
Pedestal_Dragon_Dive,,,,,,,,,,true,,,,,true,true,,false,4100,,4,1,1,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,Box,,,true,,,,AI_Empress,Dragon,,0,0,0,0,0,0,,,,,,,,DynastyEmpressPedestalDamageTable,Dragon_Dive,,,,,Characters/SpellSlices/dynasty_maiden_dragon_dive,,,,
Empress_Dragon_Round,,,,,,,,,,true,,,,,true,true,,false,6000,,5,,7,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_empress_dragon_round,,,,
Maiden_Dragon_Round,,,,,,,,,,true,,,,,true,true,,false,6000,,5,,5.3,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,DynastyMaidenDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_maiden_dragon_round,,,,
Pedestal_Dragon_Round,,,,,,,,,,true,,,,,true,true,,false,6000,,5,,5.3,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressPedestalDamageTable,Dragon_Round,,,,,Characters/SpellSlices/dynasty_maiden_dragon_round,,,,
Empress_Corruption_Blast,AI_Empress_Blast_Damage,,,,,,,,,true,,,,,true,true,,false,3000,,1,1.4,1,,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,Projectile,,,Box,,,true,,,,AI_Empress,Blast,,0,0,0,0,0,0,,,,,,,,DynastyEmpressDamageTable,Corruption_Blast,,,,,Characters/SpellSlices/dynasty_empress_corrupted_blast,,,,
Empress_Corruption_Wave_1,,,,,,,,,,true,,,,,true,true,,false,500,,5,,4,0,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_1,,,,
Empress_Corruption_Wave_2,,,,,,,,,,true,,,,,true,true,,false,500,,5,,8,4,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_2,,,,
Empress_Corruption_Wave_3,,,,,,,,,,true,,,,,true,true,,false,500,,5,,12,8,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_3,,,,
Empress_Corruption_Wave_4,,,,,,,,,,true,,,,,true,true,,false,500,,5,,16,12,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_4,,,,
Empress_Corruption_Wave_5,,,,,,,,,,true,,,,,true,true,,false,500,,5,,20,16,,,12,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,SquareToroid,,,true,,,,,,,,,,,,,,,,,,,,DynastyEmpressDamageTable,Corruption_Wave,,AI_Empress_WaveImmunity,,,Characters/SpellSlices/dynasty_empress_corruption_wave_5,,,,
Maiden_Corruption_Breakout,ApplyCurseL4,,,,,,,,,true,,,,,true,true,,false,5000,,5,,2,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,0.75,,,,,,,,,,,,Characters/SpellSlices/dynasty_maiden_corruption_pool,,,,
Ghost_Frozen_FrostAura,FrozenGhost_FrostAura,,,,true,,,,,,,,,,true,true,,false,-1,,5,,5,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_ghost_frozen_frostaura,,,,
Ghost_Frozen_FogWall,,,,,,,,,,,,,,,true,true,,false,10000,,5,,10,,,,30,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Items/Weapons/spell_ghost_frozen_fogwall,,,,
Ghost_Frozen_IceWall,,,,,,,,,,,,,,,true,true,,false,10000,,5,,10,,,,2,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,,,,,,,,,,,,,,,,,GhostFrozenDamageTable,Spell_Frozen_Ice_Wall,,,,,Characters/SpellSlices/ghost_frozen_ice_wall_spawner,,,,
Ghost_Frozen_IceWall_Boss,,,,,,,,,,,,,,,true,true,,false,10000,,5,,10,,,,2,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,,,,true,,,,,,,,,,,,,,,,,,,,GhostFrozenDamageTable,Spell_Frozen_Ice_Wall,,,,,Characters/SpellSlices/ghost_frozen_ice_wall_spawner_boss,,,,
Ghost_Frozen_IceBomb,,,,,,,,,,true,,,,,true,true,,false,1000,,5,,0,,,,12,20,5,,,0,,,,,,500,,,,,,,,,Enemy,Elemental,Meteor,,,,,,true,,,,AI_Ranged_AOE,Meteor,,,,,,,,,,,,,,,GhostFrozenDamageTable,Spell_Frozen_Summon_Icicle,,,,,Characters/SpellSlices/spell_meteor_spawn_ice_bomb,Characters/SpellSlices/ghost_frozen_ice_bomb,,,
Ghost_Charred_ImmolatedGround,,,,,,,,,,,,,,,true,true,,false,8000,,5,,4,,,,12,0,4,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,GhostCharredDamageTable,Spell_Charred_Immolated_Ground,,,,,Characters/SpellSlices/ghost_charred_immolated_ground_explosion,,,,
Ghost_Charred_SelfDestruct,,,,,,,,,,,,,,,true,true,,false,5000,,5,,12,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,GhostCharredDamageTable,Spell_Charred_Self_Destruct,,,,,Characters/SpellSlices/ghost_charred_self_destruct_explosion,,,,
Ghost_Charred_FireWave,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,4,,,,2,0,,55,1.5,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,GhostCharredDamageTable,Spell_Charred_Fire_Wave,,,,,Characters/SpellSlices/ghost_charred_fire_wave,,,,
Ghost_Charred_Dragon,,,,,,,,,,true,,,,,true,true,,false,6000,,5,,7,,,,12,0,4,80,3,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,GhostCharredDamageTable,Spell_Charred_Immolated_Ground,,,,,Characters/SpellSlices/dragon_demo,,,,
Ghost_Shipwrecked_LightningStorm,,,,,,,,,,true,,,,,true,true,,false,2800,,5,,0,,,,12,20,8,,,0,,,,,,370,,,,,,,,,Enemy,Elemental,Meteor,,,,Lightning,,true,,,,AI_Ranged_AOE,Meteor,,,,,,,,,,,,,,,GhostShipwreckedDamageTable,Spell_Shipwrecked_Lightning_Storm,,,,,Characters/SpellSlices/spell_meteor_spawn_lightning_storm,Characters/SpellSlices/ghost_shipwrecked_lightning_strike,,,
Ghost_Shipwrecked_DragUnder,,,,,,,,,,true,,,,,true,true,,true,8000,,5,,5,,,,12,0,4,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,AI_Ranged_AOE,Basic,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/ghost_shipwrecked_drag_under,,,,
Ghost_Shipwrecked_StormWinds,,,,,,,,,,true,,,,,true,true,,false,10000,,5,,4,,,,2,0,,55,1.5,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,GhostShipwreckedDamageTable,Spell_Shipwrecked_Storm_Winds,,,,,Characters/SpellSlices/ghost_shipwrecked_storm_winds,,,,
Ghost_Plagued_AcidSpray,PlaguedGhost_AcidSpray,,,,true,,,,,true,,,,,true,true,,false,1000,,5,,4,,,,2,0,,20,0.5,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Wedge,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/ghost_plagued_acid_spray,,,,
Ghost_Plagued_PlagueNova,,,,,,,,,,,,,,,true,true,,false,5000,,5,,4,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,GhostPlaguedDamageTable,Spell_Plagued_Plague_Nova,,,,,Characters/SpellSlices/ghost_plagued_plague_nova,,,,
Ghost_Plagued_DiseaseSwarm,PlaguedGhost_DiseaseSwarm,,,,,,,,,true,,,,,true,true,,false,10000,,5,,1,,,,0.5,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,Characters/SpellSlices/ghost_plagued_swarm,,,,
Ghost_Shackled_NoEscape,ShackledGhost_Doom,,,,,,,,,true,,,,,false,false,,true,10000,,5,,6,,,,0,0,,,,0,,,,,,,,,,,,,,,Enemy,Elemental,AoE,,,Sphere,,,true,,,,,,,,,,,,,,,,,,,,GhostShackledDamageTable,Spell_Shackled_No_Escape,,,,,Characters/SpellSlices/ghost_shackled_no_escape,,,,
