ItemSkinID,IndexID,IsEntitlement,FromItemIDs,NeedsOneClasses,RequiredClasses,ExcludedClasses,ToItemID,Outfit,IsTemporarySkin
Skin_Hands_Miner,278,1,,EquippableHands,,,Skin_Hands_Miner,Miner,false
Skin_Chest_Lunar01,279,1,,EquippableChest,,,Skin_Chest_Lunar01,Lunar01,false
Skin_Head_Lunar01,280,1,,EquippableHead,,,Skin_Head_Lunar01,Lunar01,false
Skin_Legs_Lunar01,281,1,,EquippableLegs,,,Skin_Legs_Lunar01,Lunar01,false
Skin_Feet_Lunar01,282,1,,EquippableFeet,,,Skin_Feet_Lunar01,Lunar01,false
Skin_Hands_Lunar01,283,1,,EquippableHands,,,Skin_Hands_Lunar01,Lunar01,false
Skin_Chest_Lunar02,284,1,,EquippableChest,,,Skin_Chest_Lunar02,Lunar02,false
Skin_Head_Lunar02,285,1,,EquippableHead,,,Skin_Head_Lunar02,Lunar02,false
Skin_Legs_Lunar02,286,1,,EquippableLegs,,,Skin_Legs_Lunar02,Lunar02,false
Skin_Feet_Lunar02,287,1,,EquippableFeet,,,Skin_Feet_Lunar02,Lunar02,false
Skin_Hands_Lunar02,288,1,,EquippableHands,,,Skin_Hands_Lunar02,Lunar02,false
Skin_Lunar_ShieldT,289,1,,EquippableOffHand,Shield,,Skin_LunarNewYear_ShieldT,,false
Skin_Lunar_Firestaff,290,1,,EquippableMainHand,FireStaff,,Skin_LunarNewYear_Firestaff,,false
Skin_Lunar_Longsword,291,1,,EquippableMainHand,Sword,,Skin_LunarNewYear_Longsword,,false
Skin_Lunar_Musket,292,1,,EquippableTwoHand,Musket,,Skin_LunarNewYear_Musket,,false
Skin_Lunar_VoidGauntlet,293,1,,EquippableMainHand,VoidGauntlet,,Skin_LunarNewYear_VoidGauntlet,,false
Skin_LunarNewYear_SkinningKnife,294,1,,EquippableTool,SkinningKnife,,Skin_LunarNewYear_SkinningKnife,,false
Skin_LunarNewYear_Sickle,295,1,,EquippableTool,Sickle,,Skin_LunarNewYear_Sickle,,false
Skin_LunarNewYear_Pickaxe,296,1,,EquippableTool,Pickaxe,,Skin_LunarNewYear_Pickaxe,,false
Skin_LunarNewYear_LoggingAxe,297,1,,EquippableTool,LoggingAxe,,Skin_LunarNewYear_LoggingAxe,,false
Skin_LunarNewYear_FishingPole,298,1,,EquippableTool,FishingPole,,Skin_LunarNewYear_FishingPole,,false
Skin_LunarNewYear_AzothScepter,299,1,,EquippableTool,AzothStaff,,Skin_LunarNewYear_AzothScepter,,false
Skin_Lunar_Blunderbuss,300,1,,EquippableTwoHand,Blunderbuss,,Skin_LunarNewYear_Blunderbuss,,false
Skin_Chest_Waveborne,301,1,,EquippableChest,,,Skin_Chest_Waveborne,Waveborne,false
Skin_Head_Waveborne,302,1,,EquippableHead,,,Skin_Head_Waveborne,Waveborne,false
Skin_Legs_Waveborne,303,1,,EquippableLegs,,,Skin_Legs_Waveborne,Waveborne,false
Skin_Feet_Waveborne,304,1,,EquippableFeet,,,Skin_Feet_Waveborne,Waveborne,false
Skin_Hands_Waveborne,305,1,,EquippableHands,,,Skin_Hands_Waveborne,Waveborne,false
Skin_Chest_Valentines01,306,1,,EquippableChest,,,Skin_Chest_Valentines01,Valentines01,false
Skin_Head_Valentines01,307,1,,EquippableHead,,,Skin_Head_Valentines01,Valentines01,false
Skin_Legs_Valentines01,308,1,,EquippableLegs,,,Skin_Legs_Valentines01,Valentines01,false
Skin_Feet_Valentines01,309,1,,EquippableFeet,,,Skin_Feet_Valentines01,Valentines01,false
Skin_Hands_Valentines01,310,1,,EquippableHands,,,Skin_Hands_Valentines01,Valentines01,false
Skin_Chest_Valentines02,311,1,,EquippableChest,,,Skin_Chest_Valentines02,Valentines02,false
Skin_Head_Valentines02,312,1,,EquippableHead,,,Skin_Head_Valentines02,Valentines02,false
Skin_Legs_Valentines02,313,1,,EquippableLegs,,,Skin_Legs_Valentines02,Valentines02,false
Skin_Feet_Valentines02,314,1,,EquippableFeet,,,Skin_Feet_Valentines02,Valentines02,false
Skin_Hands_Valentines02,315,1,,EquippableHands,,,Skin_Hands_Valentines02,Valentines02,false
Skin_Valentines_SkinningKnife,316,1,,EquippableTool,SkinningKnife,,Skin_Valentines_SkinningKnife,,false
Skin_Valentines_Sickle,317,1,,EquippableTool,Sickle,,Skin_Valentines_Sickle,,false
Skin_Valentines_Pickaxe,318,1,,EquippableTool,Pickaxe,,Skin_Valentines_Pickaxe,,false
Skin_Valentines_LoggingAxe,319,1,,EquippableTool,LoggingAxe,,Skin_Valentines_LoggingAxe,,false
Skin_Valentines_FishingPole,320,1,,EquippableTool,FishingPole,,Skin_Valentines_FishingPole,,false
Skin_Valentines_AzothScepter,321,1,,EquippableTool,AzothStaff,,Skin_Valentines_AzothScepter,,false
Skin_Rapier_Valentine,322,1,,EquippableMainHand,Rapier,,Skin_Rapier_Valentine,,false
Skin_WarHammer_Valentine,323,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_Valentine,,false
Skin_Bow_Valentine,324,1,,EquippableTwoHand,Bow,,Skin_Bow_Valentine,,false
Skin_Firestaff_Valentine,325,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_Valentine,,false
Skin_IceGaunt_Valentine,326,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_Valentine,,false
Skin_Musket_Valentine,327,1,,EquippableTwoHand,Musket,,Skin_Musket_Valentine,,false
Skin_Rapier_AngelsDemons,328,1,,EquippableMainHand,Rapier,,Skin_Rapier_AngelsDemons,,false
Skin_ShieldT_AngelsDemons,329,1,,EquippableOffHand,Shield,,Skin_ShieldT_AngelsDemons,,false
Skin_Musket_AngelsDemons,330,1,,EquippableTwoHand,Musket,,Skin_Musket_AngelsDemons,,false
Skin_AngelsDemons_VoidGauntlet,331,1,,EquippableMainHand,VoidGauntlet,,Skin_AngelsDemons_VoidGauntlet,,false
Skin_AngelsDemons_Blunderbuss,332,1,,EquippableTwoHand,Blunderbuss,,Skin_AngelsDemons_Blunderbuss,,false
Skin_Chest_WoT_GreenNynaeve,333,1,,EquippableChest,,,Skin_Chest_WoT_GreenNynaeve,PrimeWoT,false
Skin_Chest_WoT_RedScarf,334,1,,EquippableChest,,,Skin_Chest_WoT_RedScarf,PrimeWoT,false
Skin_Chest_WoT_WhiteRobe,335,1,,EquippableChest,,,Skin_Chest_WoT_WhiteRobe,PrimeWoT,false
Skin_Chest_WoT_BrownCloak,336,1,,EquippableChest,,,Skin_Chest_WoT_BrownCloak,PrimeWoT,false
Skin_Rapier_WoT,337,1,,EquippableMainHand,Rapier,,Skin_Rapier_WoT,,false
Skin_Longsword_WoT,338,1,,EquippableMainHand,Sword,,Skin_Longsword_WoT,,false
Skin_Chest_Wicked,339,1,,EquippableChest,,,Skin_Chest_Wicked,Wicked,false
Skin_Head_Wicked,340,1,,EquippableHead,,,Skin_Head_Wicked,Wicked,false
Skin_Legs_Wicked,341,1,,EquippableLegs,,,Skin_Legs_Wicked,Wicked,false
Skin_Feet_Wicked,342,1,,EquippableFeet,,,Skin_Feet_Wicked,Wicked,false
Skin_Hands_Wicked,343,1,,EquippableHands,,,Skin_Hands_Wicked,Wicked,false
Skin_Chest_Malachite_L,344,1,,EquippableChest,,,Skin_Chest_Malachite_L,MalachiteL,false
Skin_Head_Malachite_L,345,1,,EquippableHead,,,Skin_Head_Malachite_L,MalachiteL,false
Skin_Legs_Malachite_L,346,1,,EquippableLegs,,,Skin_Legs_Malachite_L,MalachiteL,false
Skin_Feet_Malachite_L,347,1,,EquippableFeet,,,Skin_Feet_Malachite_L,MalachiteL,false
Skin_Hands_Malachite_L,348,1,,EquippableHands,,,Skin_Hands_Malachite_L,MalachiteL,false
Skin_Chest_Malachite_M,349,1,,EquippableChest,,,Skin_Chest_Malachite_M,MaMachiteM,false
Skin_Head_Malachite_M,350,1,,EquippableHead,,,Skin_Head_Malachite_M,MaMachiteM,false
Skin_Legs_Malachite_M,351,1,,EquippableLegs,,,Skin_Legs_Malachite_M,MaMachiteM,false
Skin_Feet_Malachite_M,352,1,,EquippableFeet,,,Skin_Feet_Malachite_M,MaMachiteM,false
Skin_Hands_Malachite_M,353,1,,EquippableHands,,,Skin_Hands_Malachite_M,MaMachiteM,false
Skin_Chest_Malachite_H,354,1,,EquippableChest,,,Skin_Chest_Malachite_H,MaHachiteH,false
Skin_Head_Malachite_H,355,1,,EquippableHead,,,Skin_Head_Malachite_H,MaHachiteH,false
Skin_Legs_Malachite_H,356,1,,EquippableLegs,,,Skin_Legs_Malachite_H,MaHachiteH,false
Skin_Feet_Malachite_H,357,1,,EquippableFeet,,,Skin_Feet_Malachite_H,MaHachiteH,false
Skin_Hands_Malachite_H,358,1,,EquippableHands,,,Skin_Hands_Malachite_H,MaHachiteH,false
Skin_Rapier_Floral,359,1,,EquippableMainHand,Rapier,,Skin_Rapier_Floral,,false
Skin_ShieldR_Floral,360,1,,EquippableOffHand,Shield,,Skin_ShieldR_Floral,,false
Skin_IceGaunt_Floral,361,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_Floral,,false
Skin_Lifestaff_Floral,362,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_Floral,,false
Skin_Musket_Floral,363,1,,EquippableTwoHand,Musket,,Skin_Musket_Floral,,false
Skin_Blunderbuss_Floral,364,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_Floral,,false
Skin_Chest_FateFortuneTellerL,365,1,,EquippableChest,,,Skin_Chest_FateFortuneTellerL,FateFortuneTellerL,false
Skin_Head_FateFortuneTellerL,366,1,,EquippableHead,,,Skin_Head_FateFortuneTellerL,FateFortuneTellerL,false
Skin_Legs_FateFortuneTellerL,367,1,,EquippableLegs,,,Skin_Legs_FateFortuneTellerL,FateFortuneTellerL,false
Skin_Feet_FateFortuneTellerL,368,1,,EquippableFeet,,,Skin_Feet_FateFortuneTellerL,FateFortuneTellerL,false
Skin_Hands_FateFortuneTellerL,369,1,,EquippableHands,,,Skin_Hands_FateFortuneTellerL,FateFortuneTellerL,false
Skin_ShieldT_FateFortune,370,1,,EquippableOffHand,Shield,,Skin_ShieldT_FateFortune,,false
Skin_Spear_FateFortune,371,1,,EquippableTwoHand,Spear,,Skin_Spear_FateFortune,,false
Skin_Hatchet_FateFortune,372,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_FateFortune,,false
Skin_Lifestaff_FateFortune,373,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_FateFortune,,false
Skin_VoidGauntlet_FateFortune,374,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_FateFortune,,false
Skin_Blunderbuss_FateFortune,375,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_FateFortune,,false
Skin_FateFortune_AzothScepter,376,1,,EquippableTool,AzothStaff,,Skin_FateFortune_AzothScepter,,false
Skin_FateFortune_FishingPole,377,1,,EquippableTool,FishingPole,,Skin_FateFortune_FishingPole,,false
Skin_FateFortune_LoggingAxe,378,1,,EquippableTool,LoggingAxe,,Skin_FateFortune_LoggingAxe,,false
Skin_FateFortune_Pickaxe,379,1,,EquippableTool,Pickaxe,,Skin_FateFortune_Pickaxe,,false
Skin_FateFortune_Sickle,380,1,,EquippableTool,Sickle,,Skin_FateFortune_Sickle,,false
Skin_FateFortune_SkinningKnife,381,1,,EquippableTool,SkinningKnife,,Skin_FateFortune_SkinningKnife,,false
Skin_Chest_SteampunkH,382,1,,EquippableChest,,,Skin_Chest_FateFortuneSteampunkH,FateFortuneSteampunkH,false
Skin_Head_SteampunkH,383,1,,EquippableHead,,,Skin_Head_FateFortuneSteampunkH,FateFortuneSteampunkH,false
Skin_Legs_SteampunkH,384,1,,EquippableLegs,,,Skin_Legs_FateFortuneSteampunkH,FateFortuneSteampunkH,false
Skin_Feet_SteampunkH,385,1,,EquippableFeet,,,Skin_Feet_FateFortuneSteampunkH,FateFortuneSteampunkH,false
Skin_Hands_SteampunkH,386,1,,EquippableHands,,,Skin_Hands_FateFortuneSteampunkH,FateFortuneSteampunkH,false
Skin_Chest_FanaticSaintL,387,1,,EquippableChest,,,Skin_Chest_FanaticSaintL,FanaticSaintL,false
Skin_Head_FanaticSaintL,388,1,,EquippableHead,,,Skin_Head_FanaticSaintL,FanaticSaintL,false
Skin_Legs_FanaticSaintL,389,1,,EquippableLegs,,,Skin_Legs_FanaticSaintL,FanaticSaintL,false
Skin_Feet_FanaticSaintL,390,1,,EquippableFeet,,,Skin_Feet_FanaticSaintL,FanaticSaintL,false
Skin_Hands_FanaticSaintL,391,1,,EquippableHands,,,Skin_Hands_FanaticSaintL,FanaticSaintL,false
Skin_Head_PrimeEyes,392,1,,EquippableHead,,,Skin_Head_PrimeEyes,,false
Skin_Chest_RPGBarbarian,419,1,,EquippableChest,,,Skin_Chest_RPGBarbarian,RPGBarbarian,false
Skin_Head_RPGBarbarian,420,1,,EquippableHead,,,Skin_Head_RPGBarbarian,RPGBarbarian,false
Skin_Legs_RPGBarbarian,421,1,,EquippableLegs,,,Skin_Legs_RPGBarbarian,RPGBarbarian,false
Skin_Feet_RPGBarbarian,422,1,,EquippableFeet,,,Skin_Feet_RPGBarbarian,RPGBarbarian,false
Skin_Hands_RPGBarbarian,423,1,,EquippableHands,,,Skin_Hands_RPGBarbarian,RPGBarbarian,false
Skin_Chest_RPGKnight,424,1,,EquippableChest,,,Skin_Chest_RPGKnight,RPGKnight,false
Skin_Head_RPGKnight,399,1,,EquippableHead,,,Skin_Head_RPGKnight,RPGKnight,false
Skin_Legs_RPGKnight,400,1,,EquippableLegs,,,Skin_Legs_RPGKnight,RPGKnight,false
Skin_Feet_RPGKnight,401,1,,EquippableFeet,,,Skin_Feet_RPGKnight,RPGKnight,false
Skin_Hands_RPGKnight,402,1,,EquippableHands,,,Skin_Hands_RPGKnight,RPGKnight,false
Skin_Chest_RPGRanger,403,1,,EquippableChest,,,Skin_Chest_RPGRanger,RPGRanger,false
Skin_Head_RPGRanger,404,1,,EquippableHead,,,Skin_Head_RPGRanger,RPGRanger,false
Skin_Legs_RPGRanger,405,1,,EquippableLegs,,,Skin_Legs_RPGRanger,RPGRanger,false
Skin_Feet_RPGRanger,406,1,,EquippableFeet,,,Skin_Feet_RPGRanger,RPGRanger,false
Skin_Hands_RPGRanger,407,1,,EquippableHands,,,Skin_Hands_RPGRanger,RPGRanger,false
Skin_WarHammer_ClassicRPG,408,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_ClassicRPG,,false
Skin_Bow_ClassicRPG,409,1,,EquippableTwoHand,Bow,,Skin_Bow_ClassicRPG,,false
Skin_Firestaff_ClassicRPG,410,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_ClassicRPG,,false
Skin_GreatAxe_ClassicRPG,411,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_ClassicRPG,,false
Skin_ShieldK_ClassicRPG,412,1,,EquippableOffHand,Shield,,Skin_ShieldK_ClassicRPG,,false
Skin_Longsword_ClassicRPG,413,1,,EquippableMainHand,Sword,,Skin_Longsword_ClassicRPG,,false
Skin_Chest_FanaticSaintH,414,1,,EquippableChest,,,Skin_Chest_FanaticSaintH,FanaticSaintH,false
Skin_Head_FanaticSaintH,415,1,,EquippableHead,,,Skin_Head_FanaticSaintH,FanaticSaintH,false
Skin_Legs_FanaticSaintH,416,1,,EquippableLegs,,,Skin_Legs_FanaticSaintH,FanaticSaintH,false
Skin_Feet_FanaticSaintH,417,1,,EquippableFeet,,,Skin_Feet_FanaticSaintH,FanaticSaintH,false
Skin_Hands_FanaticSaintH,418,1,,EquippableHands,,,Skin_Hands_FanaticSaintH,FanaticSaintH,false
Skin_Chest_Adobe,393,1,,EquippableChest,,,Skin_Chest_Adobe,,false
Skin_Head_Adobe,394,1,,EquippableHead,,,Skin_Head_Adobe,,false
Skin_Legs_Adobe,395,1,,EquippableLegs,,,Skin_Legs_Adobe,,false
Skin_Feet_Adobe,396,1,,EquippableFeet,,,Skin_Feet_Adobe,,false
Skin_Hands_Adobe,397,1,,EquippableHands,,,Skin_Hands_Adobe,,false
Skin_Longsword_CrimsonEdge,398,1,,EquippableMainHand,Sword,,Skin_Longsword_CrimsonEdge,,false
Skin_Chest_SilentDeath_L,425,1,,EquippableChest,,,Skin_Chest_SilentDeath_L,SilentDeathL,false
Skin_Head_SilentDeath_L,426,1,,EquippableHead,,,Skin_Head_SilentDeath_L,SilentDeathL,false
Skin_Legs_SilentDeath_L,427,1,,EquippableLegs,,,Skin_Legs_SilentDeath_L,SilentDeathL,false
Skin_Feet_SilentDeath_L,428,1,,EquippableFeet,,,Skin_Feet_SilentDeath_L,SilentDeathL,false
Skin_Hands_SilentDeath_L,429,1,,EquippableHands,,,Skin_Hands_SilentDeath_L,SilentDeathL,false
Skin_Chest_SilentDeath_M,430,1,,EquippableChest,,,Skin_Chest_SilentDeath_M,SilentDeathM,false
Skin_Head_SilentDeath_M,431,1,,EquippableHead,,,Skin_Head_SilentDeath_M,SilentDeathM,false
Skin_Legs_SilentDeath_M,432,1,,EquippableLegs,,,Skin_Legs_SilentDeath_M,SilentDeathM,false
Skin_Feet_SilentDeath_M,433,1,,EquippableFeet,,,Skin_Feet_SilentDeath_M,SilentDeathM,false
Skin_Hands_SilentDeath_M,434,1,,EquippableHands,,,Skin_Hands_SilentDeath_M,SilentDeathM,false
Skin_Chest_SilentDeath_H,435,1,,EquippableChest,,,Skin_Chest_SilentDeath_H,SilentDeathH,false
Skin_Head_SilentDeath_H,436,1,,EquippableHead,,,Skin_Head_SilentDeath_H,SilentDeathH,false
Skin_Legs_SilentDeath_H,437,1,,EquippableLegs,,,Skin_Legs_SilentDeath_H,SilentDeathH,false
Skin_Feet_SilentDeath_H,438,1,,EquippableFeet,,,Skin_Feet_SilentDeath_H,SilentDeathH,false
Skin_Hands_SilentDeath_H,439,1,,EquippableHands,,,Skin_Hands_SilentDeath_H,SilentDeathH,false
Skin_GreatAxe_SilentDeath,440,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_SilentDeath,,false
Skin_Hatchet_SilentDeath,441,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_SilentDeath,,false
Skin_Spear_SilentDeath,442,1,,EquippableTwoHand,Spear,,Skin_Spear_SilentDeath,,false
Skin_IceGaunt_SilentDeath,443,1,,EquippableMainHand,IceMagic,,Skin_IceGaunt_SilentDeath,,false
Skin_Musket_SilentDeath,444,1,,EquippableTwoHand,Musket,,Skin_Musket_SilentDeath,,false
Skin_VoidGauntlet_SilentDeath,445,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_SilentDeath,,false
Skin_Blunderbuss_SilentDeath,446,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_SilentDeath,,false
Skin_Rapier_SilentDeath,447,1,,EquippableMainHand,Rapier,,Skin_Rapier_SilentDeath,,false
Skin_Lifestaff_SilentDeath,448,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_SilentDeath,,false
Skin_Chest_Metal_L,449,1,,EquippableChest,,,Skin_Chest_Metal_L,MetalL,false
Skin_Head_Metal_L,450,1,,EquippableHead,,,Skin_Head_Metal_L,MetalL,false
Skin_Legs_Metal_L,451,1,,EquippableLegs,,,Skin_Legs_Metal_L,MetalL,false
Skin_Feet_Metal_L,452,1,,EquippableFeet,,,Skin_Feet_Metal_L,MetalL,false
Skin_Hands_Metal_L,453,1,,EquippableHands,,,Skin_Hands_Metal_L,MetalL,false
Skin_Chest_Metal_M,454,1,,EquippableChest,,,Skin_Chest_Metal_M,MetalM,false
Skin_Head_Metal_M,455,1,,EquippableHead,,,Skin_Head_Metal_M,MetalM,false
Skin_Legs_Metal_M,456,1,,EquippableLegs,,,Skin_Legs_Metal_M,MetalM,false
Skin_Feet_Metal_M,457,1,,EquippableFeet,,,Skin_Feet_Metal_M,MetalM,false
Skin_Hands_Metal_M,458,1,,EquippableHands,,,Skin_Hands_Metal_M,MetalM,false
Skin_Chest_Metal_H,459,1,,EquippableChest,,,Skin_Chest_Metal_H,MetalH,false
Skin_Head_Metal_H,460,1,,EquippableHead,,,Skin_Head_Metal_H,MetalH,false
Skin_Legs_Metal_H,461,1,,EquippableLegs,,,Skin_Legs_Metal_H,MetalH,false
Skin_Feet_Metal_H,462,1,,EquippableFeet,,,Skin_Feet_Metal_H,MetalH,false
Skin_Hands_Metal_H,463,1,,EquippableHands,,,Skin_Hands_Metal_H,MetalH,false
Skin_Metal_SkinningKnife,464,1,,EquippableTool,SkinningKnife,,Skin_Metal_SkinningKnife,,false
Skin_Metal_Sickle,465,1,,EquippableTool,Sickle,,Skin_Metal_Sickle,,false
Skin_Metal_Pickaxe,466,1,,EquippableTool,Pickaxe,,Skin_Metal_Pickaxe,,false
Skin_Metal_LoggingAxe,467,1,,EquippableTool,LoggingAxe,,Skin_Metal_LoggingAxe,,false
Skin_Metal_FishingPole,468,1,,EquippableTool,FishingPole,,Skin_Metal_FishingPole,,false
Skin_Metal_AzothScepter,469,1,,EquippableTool,AzothStaff,,Skin_Metal_AzothScepter,,false
Skin_ShieldK_Metal,470,1,,EquippableOffHand,Shield,,Skin_ShieldK_Metal,,false
Skin_Longsword_Metal,471,1,,EquippableMainHand,Sword,,Skin_Longsword_Metal,,false
Skin_GreatAxe_Metal,472,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_Metal,,false
Skin_Firestaff_Metal,473,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_Metal,,false
Skin_VoidGauntlet_Metal,474,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_Metal,,false
Skin_Blunderbuss_Metal,475,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_Metal,,false
Skin_Flute_Metal,476,1,,EquippableTool,InstrumentFlute,,Skin_Flute_Metal,,false
Skin_Drum_Metal,477,1,,EquippableTool,InstrumentDrums,,Skin_Drum_Metal,,false
Skin_Guitar_Metal,478,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_Metal,,false
Skin_UprightBass_Metal,479,1,,EquippableTool,InstrumentUprightBass,,Skin_UprightBass_Metal,,false
Skin_Mandolin_Metal,480,1,,EquippableTool,InstrumentMandolin,,Skin_Mandolin_Metal,,false
Skin_Flute_Summer,481,1,,EquippableTool,InstrumentFlute,,Skin_Flute_Summer,,false
Skin_Drum_Summer,482,1,,EquippableTool,InstrumentDrums,,Skin_Drum_Summer,,false
Skin_Guitar_Summer,483,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_Summer,,false
Skin_UprightBass_Summer,484,1,,EquippableTool,InstrumentUprightBass,,Skin_UprightBass_Summer,,false
Skin_Mandolin_Summer,485,1,,EquippableTool,InstrumentMandolin,,Skin_Mandolin_Summer,,false
Skin_WarHammer_SilentDeath,486,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_SilentDeath,,false
Skin_Bow_SilentDeath,487,1,,EquippableTwoHand,Bow,,Skin_Bow_SilentDeath,,false
Skin_Firestaff_SilentDeath,488,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_SilentDeath,,false
Skin_SummerMedleyfaire_Fishingpole1,489,1,,EquippableTool,FishingPole,,Skin_SummerMedleyfaire_Fishingpole1,,false
Skin_SummerMedleyfaire_Fishingpole2,490,1,,EquippableTool,FishingPole,,Skin_SummerMedleyfaire_Fishingpole2,,false
Skin_SummerMedleyfaire_Fishingpole3,491,1,,EquippableTool,FishingPole,,Skin_SummerMedleyfaire_Fishingpole3,,false
Skin_SilentDeath_SkinningKnife,492,1,,EquippableTool,SkinningKnife,,Skin_SilentDeath_SkinningKnife,,false
Skin_SilentDeath_Sickle,493,1,,EquippableTool,Sickle,,Skin_SilentDeath_Sickle,,false
Skin_SilentDeath_Pickaxe,494,1,,EquippableTool,Pickaxe,,Skin_SilentDeath_Pickaxe,,false
Skin_SilentDeath_LoggingAxe,495,1,,EquippableTool,LoggingAxe,,Skin_SilentDeath_LoggingAxe,,false
Skin_SilentDeath_FishingPole,496,1,,EquippableTool,FishingPole,,Skin_SilentDeath_FishingPole,,false
Skin_SilentDeath_AzothScepter,497,1,,EquippableTool,AzothStaff,,Skin_SilentDeath_AzothScepter,,false
Skin_Chest_Summer,498,1,,EquippableChest,,,Skin_Chest_Summer,SummerMedley,false
Skin_Head_Summer,499,1,,EquippableHead,,,Skin_Head_Summer,SummerMedley,false
Skin_Chest_FemNobleTwitch_L,500,1,,EquippableChest,,,Skin_Chest_FemNobleTwitch_L,FemNobleL,false
Skin_Head_FemNobleTwitch_L,501,1,,EquippableHead,,,Skin_Head_FemNobleTwitch_L,FemNobleL,false
Skin_Legs_FemNobleTwitch_L,502,1,,EquippableLegs,,,Skin_Legs_FemNobleTwitch_L,FemNobleL,false
Skin_Feet_FemNobleTwitch_L,503,1,,EquippableFeet,,,Skin_Feet_FemNobleTwitch_L,FemNobleL,false
Skin_Hands_FemNobleTwitch_L,504,1,,EquippableHands,,,Skin_Hands_FemNobleTwitch_L,FemNobleL,false
Skin_Chest_Phoenix_L,505,1,,EquippableChest,,,Skin_Chest_Phoenix_L,PhoenixL,false
Skin_Head_Phoenix_L,506,1,,EquippableHead,,,Skin_Head_Phoenix_L,PhoenixL,false
Skin_Legs_Phoenix_L,507,1,,EquippableLegs,,,Skin_Legs_Phoenix_L,PhoenixL,false
Skin_Feet_Phoenix_L,508,1,,EquippableFeet,,,Skin_Feet_Phoenix_L,PhoenixL,false
Skin_Hands_Phoenix_L,509,1,,EquippableHands,,,Skin_Hands_Phoenix_L,PhoenixL,false
Skin_Chest_Phoenix_M,510,1,,EquippableChest,,,Skin_Chest_Phoenix_M,PhoenixM,false
Skin_Head_Phoenix_M,511,1,,EquippableHead,,,Skin_Head_Phoenix_M,PhoenixM,false
Skin_Legs_Phoenix_M,512,1,,EquippableLegs,,,Skin_Legs_Phoenix_M,PhoenixM,false
Skin_Feet_Phoenix_M,513,1,,EquippableFeet,,,Skin_Feet_Phoenix_M,PhoenixM,false
Skin_Hands_Phoenix_M,514,1,,EquippableHands,,,Skin_Hands_Phoenix_M,PhoenixM,false
Skin_Chest_Phoenix_H,515,1,,EquippableChest,,,Skin_Chest_Phoenix_H,PhoenixH,false
Skin_Head_Phoenix_H,516,1,,EquippableHead,,,Skin_Head_Phoenix_H,PhoenixH,false
Skin_Legs_Phoenix_H,517,1,,EquippableLegs,,,Skin_Legs_Phoenix_H,PhoenixH,false
Skin_Feet_Phoenix_H,518,1,,EquippableFeet,,,Skin_Feet_Phoenix_H,PhoenixH,false
Skin_Flute_FateFortune,519,1,,EquippableTool,InstrumentFlute,,Skin_Flute_FateFortune,,false
Skin_Guitar_FateFortune,520,1,,EquippableTool,InstrumentGuitar,,Skin_Guitar_FateFortune,,false
Skin_UprightBass_FateFortune,521,1,,EquippableTool,InstrumentUprightBass,,Skin_UprightBass_FateFortune,,false
Skin_Rapier_Phoenix,522,1,,EquippableMainHand,Rapier,,Skin_Rapier_Phoenix,,false
Skin_WarHammer_Phoenix,523,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_Phoenix,,false
Skin_Spear_Phoenix,524,1,,EquippableTwoHand,Spear,,Skin_Spear_Phoenix,,false
Skin_Hatchet_Phoenix,525,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_Phoenix,,false
Skin_Lifestaff_Phoenix,526,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_Phoenix,,false
Skin_Blunderbuss_Phoenix,527,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_Phoenix,,false
Skin_Phoenix_SkinningKnife,528,1,,EquippableTool,SkinningKnife,,Skin_Phoenix_SkinningKnife,,false
Skin_Phoenix_Sickle,529,1,,EquippableTool,Sickle,,Skin_Phoenix_Sickle,,false
