VariantID,NPCId,Name,CharacterDefinition,ByeTimeline,GreetTimeline,IdleTimeline,InteractTimeline,SwapAchievementId,PlaceholderMesh,AttachedMesh,AttachmentPositionX,AttachmentPositionY,AttachmentPositionZ,AttachmentRotationX,AttachmentRotationY,AttachmentRotationZ,InteractOverride_X,InteractOverride_Y,MarkerOffset_Z
1438_Cultist_Generic_03_02,1438_Cultist_Generic_03_01,@1438_Cultist_Generic_03,Objects\Characters\npc\Settlements\1438_cultistgeneric_03_trialgarb.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_1429_Sacrifice_Survivor_OnOff,Objects\nature\Veg_Trees\Trees_Forest\Aspen\jav_fst_aspentree_stump_e.cgf,,,,,,,,,,
0726_MaraRosa,0726_MaraRosa,@0726_MaraRosa,Objects\Characters\npc\Settlements\0726_MaraRosa.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_MSQ_MaraBook,Objects\Crafting\Props\FoodStuffs\Mushrooms\glowing_mushrooms_a.cgf,,,,,,,,,,
9928_MSQ_YonasMemorial,9928_MSQ_YonasMemorial,@9928_MSQ_YonasMemorial,,,,,,99_MSQ_58,Objects\Crafting\Props\FoodStuffs\Mushrooms\glowing_mushrooms_a.cgf,,,,,,,,,,
9929_MSQ_RecliningThorpe,9929_MSQ_RecliningThorpe,@9929_MSQ_RecliningThorpe,Objects\Characters\npc\supernatural\captain_ftue\captain_ftue.cdf,Libs\Timeline\Npc\Thorpe_lyinginstate_intro_outro.timeline,Libs\Timeline\Npc\Thorpe_lyinginstate_intro_outro.timeline,Libs\Timeline\Npc\Thorpe_lyinginstate_loop.timeline,Libs\Timeline\Npc\Thorpe_lyinginstate_loop.timeline,SwapActive_MSQ_MaraBook,,,,,,,,,,,
9801_Florina_00,9801_Florina_00,@9801_Florina,Objects\Characters\npc\Settlements\9801_Florina.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_9801_Florina_00_Off,,,,,,,,,,,
9801_Florina_01,9801_Florina_01,@9801_Florina,Objects\Characters\npc\Settlements\9801_Florina.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_9801_Florina_01_On,,,,,,,,,,,
9801_Florina_02,9801_Florina_02,@9801_Florina,Objects\Characters\npc\Settlements\9801_Florina.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_9801_Florina_02_On,,,,,,,,,,,
9802_Lethold,9802_Lethold,@9802_Lethold,Objects\Characters\npc\Settlements\9802_Lethold.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,
9803_Morellus,9803_Morellus,@9803_Morellus,Objects\Characters\npc\Settlements\9803_Morellus.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_9803_Morellus_00_On,,,,,,,,,,,
9804_Feldan,9804_Feldan,@9804_Feldan,Objects\Characters\npc\Settlements\9804_Feldan.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9805_Tibbs_00,9805_Tibbs_00,@9805_Tibbs,Objects\Characters\npc\Settlements\9805_Tibbs_Cup.cdf,Libs\Timeline\Npc\settle_strgr_heron_exit_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_intro_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_ambient_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_interact_01.timeline,SwapActive_9805_Tibbs_00_Off,,,,,,,,,,,
9805_Tibbs_01,9805_Tibbs_01,@9805_Tibbs,Objects\Characters\npc\Settlements\9805_Tibbs.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_stretching.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_9805_Tibbs_01_On,,,,,,,,,,,
9805_Tibbs_02,9805_Tibbs_02,@9805_Tibbs,Objects\Characters\npc\Settlements\9805_Tibbs_Cup.cdf,Libs\Timeline\Npc\settle_strgr_heron_exit_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_intro_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_ambient_01.timeline,Libs\Timeline\Npc\settle_strgr_heron_interact_01.timeline,SwapActive_9805_Tibbs_02_On,,,,,,,,,,,
9806_StrouDahia_00,9806_StrouDahia_00,@9806_StrouDahia,Objects\Characters\npc\Settlements\9806_Stroudahia.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Doctore_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9806_StrouDahia_01,9806_StrouDahia_01,@9806_StrouDahia,Objects\Characters\npc\Settlements\9806_Stroudahia.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9807_Aventus_00,9807_Aventus_00,@9807_Aventus,Objects\Characters\npc\Settlements\9807_Aventus.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_9807_Aventus_00_Off,,,,,,,,,,,
9807_Aventus_01,9807_Aventus_01,@9807_Aventus,Objects\Characters\npc\Settlements\9807_Aventus.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_9807_Aventus_01_On,,,,,,,,,,,
9808_Cleo_00,9808_Cleo_00,@9808_Cleo,Objects\Characters\npc\Settlements\9808_Cleo.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Cleo_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
9808_Cleo_01,9808_Cleo_01,@9808_Cleo,Objects\Characters\npc\Settlements\9808_Cleo.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
0435_Announcer,0435_Announcer,@0435_Announcer,Objects\Characters\npc\Settlements\0435_Announcer.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
NPC_Hostage_Test,,,Objects\Characters\npc\Settlements\9930_RomacBarbo.cdf,slices\WorldEvents\Universal\NPCRescue\NPCRescue_WorldEvent_NPC_RunAway.timeline,,slices\WorldEvents\Universal\NPCRescue\NPCRescue_WorldEvent_NPC_Idle.timeline,slices\WorldEvents\Universal\NPCRescue\NPCRescue_WorldEvent_NPC_RunAway.timeline,,,,,,,,,,,,
12_RegentJinJae,12_RegentJinJae,@12_RegentJinJae,Objects\Characters\npc\Settlements\12_RegentJinJae.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_RegentJinJae,,,,,,,,,,,
12_RegentJinJae_01,12_RegentJinJae_01,@12_RegentJinJae,Objects\Characters\npc\Settlements\12_RegentJinJae.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_RegentJinJae_A,,,,,,,,,,,
12_RegentJinJae_02,12_RegentJinJae_02,@12_RegentJinJae,Objects\Characters\npc\Settlements\12_RegentJinJae1.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_RegentJinJae_B,,,,,,,,,,,
12_Lochnir,12_Lochnir,@12_Lochnir,Objects\Characters\npc\Settlements\12_Lochnir.cdf,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_greet.timeline,\Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_interact.timeline,SwapActive_12_Lochnir,,,,,,,,,,,
12_Lochnir_01,12_Lochnir_01,@12_Lochnir,Objects\Characters\npc\Settlements\12_Lochnir.cdf,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_greet.timeline,\Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Guard\settle_generic_stand_guard_interact.timeline,SwapActive_12_Lochnir_A,,,,,,,,,,,
12_MB_Grace,12_MB_Grace,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_12_MB_Grace,,,,,,,,,,,
12_MB_Grace_01,12_MB_Grace_01,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_12_MB_Grace_A,,,,,,,,,,,
12_MB_Grace_02,12_MB_Grace_02,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_12_MB_Grace_B,,,,,,,,,,,
12_MB_Grace_03,12_MB_Grace_03,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_12_MB_Grace_C,,,,,,,,,,,
12_MB_Grace_04,12_MB_Grace_04,@01_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,SwapActive_12_MB_Grace_D,,,,,,,,,,,
12_GaetanFortier,12_GaetanFortier,@12_GaetanFortier,Objects\Characters\npc\Settlements\12_GaetanFortier.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_AllyaMusa,12_AllyaMusa,@12_AllyaMusa,Objects\Characters\npc\Settlements\12_AllyaMusa.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,
12_EliasDerit,12_EliasDerit,@12_EliasDerit,Objects\Characters\npc\Settlements\12_EliasDerit.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_AsheDubois,12_AsheDubois,@12_AsheDubois,Objects\Characters\npc\Settlements\12_AsheDubois.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_AsheDubois,,,,,,,,,,,
12_AsheDubois_01,12_AsheDubois_01,@12_AsheDubois,Objects\Characters\npc\Settlements\12_AsheDubois.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_AsheDubois_A,,,,,,,,,,,
12_SerPayneBennett,12_SerPayneBennett,@12_SerPayneBennett,Objects\Characters\npc\Settlements\12_SerPayneBennett.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_SerPayneBennett,,,,,,,,,,,
12_SerPayneBennett_01,12_SerPayneBennett_01,@12_SerPayneBennett,Objects\Characters\npc\Settlements\12_SerPayneBennett.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_SerPayneBennett_A,,,,,,,,,,,
12_SerPayneBennett_02,12_SerPayneBennett_02,@12_SerPayneBennett,Objects\Characters\npc\Settlements\12_SerPayneBennett.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_SerPayneBennett_B,,,,,,,,,,,
12_SerPayneBennett_03,12_SerPayneBennett_03,@12_SerPayneBennett,Objects\Characters\npc\Settlements\12_SerPayneBennett.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_SerPayneBennett_C,,,,,,,,,,,
12_PercillaWallen,12_PercillaWallen,@12_PercillaWallen,Objects\Characters\npc\Settlements\12_PercillaWallin.cdf,Libs\Timeline\Npc\settle_ranger_exit_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,SwapActive_12_PercillaWallen,,,,,,,,,,,
12_PercillaWallen_01,12_PercillaWallen_01,@12_PercillaWallen,Objects\Characters\npc\Settlements\12_PercillaWallin1.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_PercillaWallen_A,,,,,,,,,,,
12_PercillaWallen_02,12_PercillaWallen_02,@12_PercillaWallen,Objects\Characters\npc\Settlements\12_PercillaWallin1.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_PercillaWallen_B,,,,,,,,,,,
12_PercillaWallen_03,12_PercillaWallen_03,@12_PercillaWallen,Objects\Characters\npc\Settlements\12_PercillaWallin1.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_PercillaWallen_C,,,,,,,,,,,
12_OldeGeiser,12_OldeGeiser,@12_OldeGeiser,Objects\Characters\npc\Settlements\12_OldeGeiser.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_EddaYonkers,12_EddaYonkers,@12_EddaYonkers,Objects\Characters\npc\Settlements\12_EddaYonkers.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_FionaMurphy,12_FionaMurphy,@12_FionaMurphy,Objects\Characters\npc\Settlements\12_FionaMurphy.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_HugoMolina,12_HugoMolina,@12_HugoMolina,Objects\Characters\npc\Settlements\12_HugoMolina.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_12_HugoMolina,,,,,,,,,,,
12_HugoMolina_01,12_HugoMolina_01,@12_HugoMolina,Objects\Characters\npc\Settlements\12_HugoMolina.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_12_HugoMolina_A,,,,,,,,,,,
12_JeongNabi,12_JeongNabi,@12_JeongNabi,Objects\Characters\npc\Settlements\12_JeongNabi.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_JeongIseul,12_JeongIseul,@12_JeongIseul,Objects\Characters\npc\Settlements\12_JeongIseul.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_HamzaKillic,12_HamzaKillic,@12_HamzaKillic,Objects\Characters\npc\Settlements\12_HamzaKillic.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,
12_OliviaBarovier,12_OliviaBarovier,@12_OliviaBarovier,Objects\Characters\npc\Settlements\12_OliviaBarovier.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_CemalQadir,12_CemalQadir,@12_CemalQadir,Objects\Characters\npc\Settlements\12_CemalQadir.cdf,Libs\Timeline\Npc\settle_artificer_exit_01.timeline,Libs\Timeline\Npc\settle_artificer_intro_01.timeline,Libs\Timeline\Npc\settle_artificer_ambient_01.timeline,Libs\Timeline\Npc\settle_artificer_interact_01.timeline,,,Objects\Crafting\Props\Tools\Hammers\Mallet\JAV_PRP_Mallet.cgf,-4.2695,-3.0969,1.1753,288.3241,1.7843,294.3229,,,
12_DayoMusa,12_DayoMusa,@12_DayoMusa,Objects\Characters\npc\Settlements\12_DayoMusa.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_ShaeGarcia,12_ShaeGarcia,@12_ShaeGarcia,Objects\Characters\npc\Settlements\12_ShaeGarcia.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_DonQuixolay,12_DonQuixolay,@12_DonQuixolay,Objects\Characters\npc\Settlements\12_DonQuixolay.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_YoungeGeiser,12_YoungeGeiser,@12_YoungeGeiser,Objects\Characters\npc\Settlements\12_YoungeGeiser.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_ShazaanCortis,12_ShazaanCortis,@12_ShazaanCortis,Objects\Characters\npc\Settlements\12_ShazaanCortis.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,SwapActive_12_ShazaanCortis,,,,,,,,,,,
12_TomiraDudek,12_TomiraDudek,@12_TomiraDudek,Objects\Characters\npc\Settlements\12_TomiraDudek.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_TomiraDudek,,,,,,,,,,,
12_ChanduIyer,12_ChanduIyer,@12_ChanduIyer,Objects\Characters\npc\Settlements\12_ChanduIyer.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,SwapActive_12_ChanduIyer,,,,,,,,,,,
12_GeertieLother,12_GeertieLother,@12_GeertieLother,Objects\Characters\npc\Settlements\12_GeertieLother.cdf,Libs\Timeline\Npc\settle_barkeep_end_01.timeline,Libs\Timeline\Npc\settle_barkeep_intro_01.timeline,Libs\Timeline\Npc\settle_barkeep_ambient_01.timeline,Libs\Timeline\Npc\settle_barkeep_interact_01.timeline,,,Objects\Crafting\Props\Housewares\PewterSet\JAV_PRP_Tankard.cgf,0.73,-0.0966,1.1726,288.3241,1.7843,294.3229,,,
12_AdjudicatorOwgan,12_AdjudicatorOwgan,@12_AdjudicatorOwgan,Objects\Characters\npc\Settlements\12_AdjudicatorOwgan.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
12_AlchemistTuit,12_AlchemistTuit,@12_AlchemistTuit,Objects\Characters\npc\Settlements\12_AlchemistTuit.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,
