VariantID,StartMesh,StartMat,GatherableEntryID,GatheringRadius,InteractionRadius,DetectableRadius,AudioPreload_Depletion,Depleted_SFX,Collision_Play_SFX,Collision_Stop_SFX,DepletedVFX,DepletedMesh,DepletedMat,StartMeshLOD,EndMeshLOD,AmbientType,MarkerRadius,AllowGatheringInGameModes,InteractionMarker_Offset_X,InteractionMarker_Offset_Y,InteractionMarker_Offset_Z
Bush_Leatherleaf_c_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall01_mat.mtl,BushSmall,0.1,1.85,0.65,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Fall01_C,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall01_mat.mtl,50,50,Bush,3.35,,,,
Bush_Pawpaw_a_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,BushLarge,0.5,2.1,1.5,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall01_A,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,100,100,Bush,3.6,,,,
Bush_PawPaw_b_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,BushMedium,0.4,1.85,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall01_B,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,75,75,Bush,3.35,,,,
Bush_PawPaw_c_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,BushSmall,0.3,1.85,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall01_C,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall01_mat.mtl,50,50,Bush,3.35,,,,
Bush_Yellowroot_a_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,BushLarge,1,3.25,2.3,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall01_A,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,150,150,Bush,4.75,,,,
Bush_Yellowroot_b_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,BushMedium,0.5,2.25,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall01_B,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,100,100,Bush,3.75,,,,
Bush_Yellowroot_c_fall01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,BushMedium,0.15,1.85,1,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall01_C,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall01_mat.mtl,75,75,Bush,3.35,,,,
Bush_Briar_a_fall02,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Fall02_A,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,120,120,Bush,3.35,,,,
Bush_Briar_b_fall02,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_b.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Fall02_B,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_b.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,90,90,Bush,3.35,,,,
Bush_Briar_c_fall02,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_c.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Fall02_C,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_c.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Fall02_mat.mtl,65,65,Bush,3.35,,,,
Bush_Burkwood_a_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,BushLarge,0.65,3,1.75,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Fall02_A,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,120,120,Bush,4.5,,,,
Bush_Burkwood_b_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,BushMedium,0.5,2.25,1.5,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Fall02_B,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,90,90,Bush,3.75,,,,
Bush_Burkwood_c_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,BushSmall,0.25,1.85,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Fall02_C,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_fall02_mat.mtl,65,65,Bush,3.35,,,,
Bush_Leatherleaf_a_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,BushMedium,0.2,1.85,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Fall02_A,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,100,100,Bush,3.35,,,,
Bush_Leatherleaf_b_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,BushSmall,0.15,1.85,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Fall02_B,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,75,75,Bush,3.35,,,,
Bush_Leatherleaf_c_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,BushSmall,0.1,1.85,0.65,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Fall02_C,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_fall02_mat.mtl,50,50,Bush,3.35,,,,
Bush_Pawpaw_a_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,BushLarge,0.5,2.1,1.5,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall02_A,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,100,100,Bush,3.6,,,,
Bush_PawPaw_b_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,BushMedium,0.4,1.85,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall02_B,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,75,75,Bush,3.35,,,,
Bush_PawPaw_c_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,BushSmall,0.3,1.85,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Fall02_C,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Fall02_mat.mtl,50,50,Bush,3.35,,,,
Bush_Yellowroot_a_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,BushLarge,1,3.25,2.3,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall02_A,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,150,150,Bush,4.75,,,,
Bush_Yellowroot_b_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,BushMedium,0.5,2.25,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall02_B,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,100,100,Bush,3.75,,,,
Bush_Yellowroot_c_fall02,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,BushMedium,0.15,1.85,1,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Fall02_C,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Fall02_mat.mtl,75,75,Bush,3.35,,,,
Bush_Briar_a_wint01,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Winter_A,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,120,120,Bush,3.35,,,,
Bush_Briar_b_wint01,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_b.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Winter_B,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_b.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,90,90,Bush,3.35,,,,
Bush_Briar_c_wint01,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_c.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Winter_C,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_c.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Wint01_mat.mtl,65,65,Bush,3.35,,,,
Bush_Burkwood_a_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,BushLarge,0.65,3,1.75,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Winter_A,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,120,120,Bush,4.5,,,,
Bush_Burkwood_b_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,BushMedium,0.5,2.25,1.5,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Winter_B,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,90,90,Bush,3.75,,,,
Bush_Burkwood_c_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,BushSmall,0.25,1.85,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Burkwood_Winter_C,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Burkwood/jav_fst_burkwoodbush_wint01_mat.mtl,65,65,Bush,3.35,,,,
Bush_Leatherleaf_a_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,BushMedium,0.2,1.85,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Winter_A,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,100,100,Bush,3.35,,,,
Bush_Leatherleaf_b_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,BushSmall,0.15,1.85,0.75,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Winter_B,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,75,75,Bush,3.35,,,,
Bush_Leatherleaf_c_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,BushSmall,0.1,1.85,0.65,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Leatherleaf_Winter_C,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/jav_fst_leatherleafbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/LeatherLeaf/JAV_Fst_LeatherLeafBush_wint01_mat.mtl,50,50,Bush,3.35,,,,
Bush_Pawpaw_a_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,BushLarge,0.5,2.1,1.5,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Winter_A,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,100,100,Bush,3.6,,,,
Bush_PawPaw_b_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,BushMedium,0.4,1.85,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Winter_B,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,75,75,Bush,3.35,,,,
Bush_PawPaw_c_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,BushSmall,0.3,1.85,1,gath_bush_leaves_small,Play_Gather_Bush_Sml,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Pawpaw_Winter_C,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/jav_fst_pawpawbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/PawPaw/JAV_Fst_PawPawBush_A_Wint01_mat.mtl,50,50,Bush,3.35,,,,
Bush_Yellowroot_a_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,BushLarge,1,3.25,2.3,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Winter_A,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_a.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,150,150,Bush,4.75,,,,
Bush_Yellowroot_b_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,BushMedium,0.5,2.25,1.25,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Winter_B,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_b.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,100,100,Bush,3.75,,,,
Bush_Yellowroot_c_wint01,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,BushMedium,0.15,1.85,1,gath_bush_leaves_med,Play_Gather_Bush_Med,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.YellowRoot_Winter_C,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/jav_fst_yellowrootbush_pick_c.cgf,Objects/Nature/Veg_Bushes/Bushes_Forest/Yellowroot/JAV_Fst_YellowrootBush_Wint01_mat.mtl,75,75,Bush,3.35,,,,
Bush_Briar_a_spri01,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Spri01_mat.mtl,BriarLarge,0.5,1.85,1,gath_bush_leaves_big,Play_Gather_Bush_Lrg,Play_Foliage_Green_Med,Stop_Foliage_Green_Med,Gatherable_Bush.Demolish.Briar_Spring_A,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/jav_fst_briar_pick_a.cgf,Objects/Nature/Veg_Bramble/Bramble_Forest/Briar/JAV_Fst_Briar_Spri01_mat.mtl,120,120,Bush,3.35,,,,
