VariantID,NPCId,Name,CharacterDefinition,CharacterDefinitionEditor,ByeTimeline,GreetTimeline,IdleTimeline,InteractTimeline,PlaceholderMesh,AttachedMesh,AttachmentPositionX,AttachmentPositionY,AttachmentPositionZ,AttachmentRotationX,AttachmentRotationY,AttachmentRotationZ,InteractOverride_X,InteractOverride_Y,MarkerOffset_Z,WalkawayTimeline,AE.0_RequiredAchievementConditional,AE.9_RequiredAchievementConditional,AE.0_EventDelayDuration,AE.9_EventDelayDuration,AE.1_EventDelayDuration,AE.1_OE.0_OpacityTransitionDuration,AE.2_EventDelayDuration,WalkInTimeline,AE.3_RequiredAchievementConditional,SwapAchievementId,AE.10_RequiredAchievementConditional,AE.3_EventDelayDuration,AE.10_EventDelayDuration,AE.4_EventDelayDuration,AE.4_OE.0_OpacityTransitionDuration,AE.5_EventDelayDuration,AE.6_EventDelayDuration,AudioPreload_SFX_Idle,InteractOverride_Z
9501_Grace_s01_02,9501_Grace_s01_02,@9501_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_55_left_nt_walkaway.timeline,!SwapActive_95_Grace_s01_02,0,0,0.05,2,1,3,Timelines\EmptyTimeline.timeline,SwapActive_95_Grace_s01_02,SwapActive_95_Grace_s01_02,,0,0.05,0.05,1,0,1.1,,
9501_Grace_s01_03a,9501_Grace_s01_03a,@9501_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\95_s01_03_unique_grace_walk_into_tavern_nt.timeline,!SwapActive_95_Grace_s01_03a,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_95_Grace_s01_03a,SwapActive_95_Grace_s01_03a,,0,0.05,0.05,1,0,1.1,,
9501_Grace_s01_04,9501_Grace_s01_04,@9501_Grace,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Objects\Characters\npc\natural\GraceOMalley\GraceOMalley.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,Timelines\EmptyTimeline.timeline,!SwapActive_95_Grace_s01_04,0,0,0.05,0,0,0,Timelines\EmptyTimeline.timeline,SwapActive_95_Grace_s01_04,SwapActive_95_Grace_s01_04,,0,0.05,0.05,1,0,1.1,,
9506_Granny_s01_02,9506_Granny_s01_02,@9506_Granny,Objects\Characters\npc\Settlements\9506_granny.cdf,Objects\Characters\npc\Settlements\9506_granny.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_right_walkaway_nt.timeline,!SwapActive_95_Granny_s01_02,0,0,0.05,2,1,3,Timelines\EmptyTimeline.timeline,SwapActive_95_Granny_s01_02,SwapActive_95_Granny_s01_02,,0,0.05,0.05,1,0,1.1,,
0249a_Aethelwynn_1,0249a_Aethelwynn_1,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,SwapActive_02A_Aethelwynn_1,0,0,0.05,6,1,7,Timelines\EmptyTimeline.timeline,!SwapActive_02A_Aethelwynn_1,!SwapActive_02A_Aethelwynn_1,,0,0.05,0.05,1,0,1.1,,
0249a_Aethelwynn_2,0249a_Aethelwynn_2,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_02A_Aethelwynn_2,0,0,0.05,6,1,7,Timelines\EmptyTimeline.timeline,SwapActive_02A_Aethelwynn_2,SwapActive_02A_Aethelwynn_2,,0,0.05,0.05,1,0,1.1,,
0249a_Aethelwynn_2a,0249a_Aethelwynn_2a,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,!SwapActive_02A_Aethelwynn_3,0,0,0.05,6,1,7,Timelines\EmptyTimeline.timeline,SwapActive_02A_Aethelwynn_3,SwapActive_02A_Aethelwynn_3,,0,0.05,0.05,1,0,1.1,,
0249a_Aethelwynn_3,0249a_Aethelwynn_3,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\settle_magistrate_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!(SwapActive_02A_Aethelwynn_4 && !02A_SQ_03),0,0,0.05,6,1,7,Timelines\EmptyTimeline.timeline,SwapActive_02A_Aethelwynn_4 && !02A_SQ_03,SwapActive_02A_Aethelwynn_4 && !02A_SQ_03,,0,0.05,0.05,1,0,1.1,,
0249a_Aethelwynn_5,0249a_Aethelwynn_5,@0249a_Aethelwynn,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Objects\Characters\npc\Settlements\0249a_Aethelwynn.cdf,Libs\Timeline\Npc\settle_magistrate_convo_shouldershrug_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_02A_Aethelwynn_5,0,0,0.05,6,1,7,Timelines\EmptyTimeline.timeline,SwapActive_02A_Aethelwynn_5,SwapActive_02A_Aethelwynn_5,,0,0.05,0.05,1,0,1.1,,
99A_Yonas_02,99A_Yonas_02,@99A_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_left_walkaway.timeline,!(!99_MSQ_34 && (((99_MSQ_20 || 99_MSQ_21) && (SwapActive_99A_Yonas_02 || SwapActive_AlazarYonas_OnOff)) || ((99_MSQ_20 || 99_MSQ_21 || 99_MSQ_21_B || 99_MSQ_22) && !SwapActive_99A_Yonas_02 && !SwapActive_99B_Yonas_p1_On && !SwapActive_99B_Yonas_p2_On && !99B_MSQ_01))),0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,(!99_MSQ_34 && (((99_MSQ_20 || 99_MSQ_21) && (SwapActive_99A_Yonas_02 || SwapActive_AlazarYonas_OnOff)) || ((99_MSQ_20 || 99_MSQ_21 || 99_MSQ_21_B || 99_MSQ_22) && !SwapActive_99A_Yonas_02 && !SwapActive_99B_Yonas_p1_On && !SwapActive_99B_Yonas_p2_On && !99B_MSQ_01))),(!99_MSQ_34 && (((99_MSQ_20 || 99_MSQ_21) && (SwapActive_99A_Yonas_02 || SwapActive_AlazarYonas_OnOff)) || ((99_MSQ_20 || 99_MSQ_21 || 99_MSQ_21_B || 99_MSQ_22) && !SwapActive_99A_Yonas_02 && !SwapActive_99B_Yonas_p1_On && !SwapActive_99B_Yonas_p2_On && !99B_MSQ_01))),,0,0,0.05,1,0,1.1,,
99B_Yonas_p1,99B_Yonas_p1,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_left_walkaway.timeline,!SwapActive_99B_Yonas_p1_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Yonas_p1_On,SwapActive_99B_Yonas_p1_On,,0,0,0.05,1,0,1.1,,
99B_Yonas_p2,99B_Yonas_p2,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_left_walkaway.timeline,!SwapActive_99B_Yonas_p2_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Yonas_p2_On,SwapActive_99B_Yonas_p2_On,,0,0,0.05,1,0,1.1,,
99B_Yonas_p4,99B_Yonas_p4,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_99B_Yonas_p4_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Yonas_p4_On,SwapActive_99B_Yonas_p4_On,,0,0,0.05,1,0,1.1,,
99B_Yonas_p5,99B_Yonas_p5,@99B_Yonas,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Objects\Characters\npc\Settlements\0001_msq_yonas.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,!SwapActive_99B_Yonas_p5_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Yonas_p5_On,SwapActive_99B_Yonas_p5_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p1,99B_Galahad_p1,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_99B_Galahad_p1_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p1_On,SwapActive_99B_Galahad_p1_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p3,99B_Galahad_p3,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_left_walkaway.timeline,!SwapActive_99B_Galahad_p3_On,0,0,0.05,2,1,3,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p3_On,SwapActive_99B_Galahad_p3_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p4,99B_Galahad_p4,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_55_right_nt_walkaway.timeline,!SwapActive_99B_Galahad_p4_On,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p4_On,SwapActive_99B_Galahad_p4_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p5,99B_Galahad_p5,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_right_walkaway.timeline,!SwapActive_99B_Galahad_p5_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p5_On,SwapActive_99B_Galahad_p5_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p6,99B_Galahad_p6,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_99B_Galahad_p6_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p6_On,SwapActive_99B_Galahad_p6_On,,0,0,0.05,1,0,1.1,,
99B_Galahad_p7,99B_Galahad_p7,@99B_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\galahad_concept.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_99B_Galahad_p7_On,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_99B_Galahad_p7_On,SwapActive_99B_Galahad_p7_On,,0,0,0.05,1,0,1.1,,
99B_Sun_p1,99B_Sun_p1,@99B_Sun,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,SwapActive_99B_Sun_p1_Off,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,!SwapActive_99B_Sun_p1_Off,!SwapActive_99B_Sun_p1_Off,,0,0,0.05,1,0,1.1,,
99B_Sun_p2,99B_Sun_p2,@99B_Sun,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Objects\Characters\npc\Settlements\0210_barkeep.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,!SwapActive_99B_Sun_p2_On,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_99B_Sun_p2_On,SwapActive_99B_Sun_p2_On,,0,0,0.05,1,0,1.1,,
99C_Galahad_D,99C_Galahad_D,@99C_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\Galahad.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,!SwapActive_99C_Galahad_D,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_99C_Galahad_D,SwapActive_99C_Galahad_D,,0,0.05,0.05,1,0,1.1,,
99C_Morgaine_A,99C_Morgaine_A,@99C_Morgaine,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\curve_90_right_walkaway.timeline,SwapActive_99C_Morgaine_A,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,!SwapActive_99C_Morgaine_A,!SwapActive_99C_Morgaine_A,,0,0.05,0.05,1,0,1.1,,
09a_Hargest_WC,09a_Hargest_WC,@09a_Hargest,Objects\Characters\npc\Settlements\09a_hargest.cdf,Objects\Characters\npc\Settlements\09a_hargest.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_headnod_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_waiting.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_talking_02_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,SwapActive_09A_Hargest_WC_Off,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!SwapActive_09A_Hargest_WC_Off,!SwapActive_09A_Hargest_WC_Off,,0,0,0.05,1,0,1.1,,
09a_Morgaine_EG,09a_Morgaine_EG,@09a_Morgaine,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Libs\Timeline\Npc\Druidess_ambient_bye.timeline,Libs\Timeline\Npc\Druidess_ambient_greet.timeline,Libs\Timeline\Npc\Druidess_ambient_idle.timeline,Libs\Timeline\Npc\Druidess_ambient_talk.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!Expansion_2023_Unlock || SwapActive_09A_Morgaine_EG_Off,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_EG_Off,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_EG_Off,,0,0,0.05,1,0,1.1,,
09a_Morgaine_SM,09a_Morgaine_SM,@09a_Morgaine,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Libs\Timeline\Npc\Druidess_ambient_bye.timeline,Libs\Timeline\Npc\Druidess_ambient_greet.timeline,Libs\Timeline\Npc\Druidess_ambient_idle.timeline,Libs\Timeline\Npc\Druidess_ambient_talk.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!Expansion_2023_Unlock || SwapActive_09A_Morgaine_SM_Off,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_SM_Off,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_SM_Off,,0,0,0.05,1,0,1.1,,
09a_Morgaine_RW,09a_Morgaine_RW,@09a_Morgaine,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Libs\Timeline\Npc\Druidess_ambient_bye.timeline,Libs\Timeline\Npc\Druidess_ambient_greet.timeline,Libs\Timeline\Npc\Druidess_ambient_idle.timeline,Libs\Timeline\Npc\Druidess_ambient_talk.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!Expansion_2023_Unlock || SwapActive_09A_Morgaine_RW_Off,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_RW_Off,Expansion_2023_Unlock && !SwapActive_09A_Morgaine_RW_Off,,0,0,0.05,1,0,1.1,,
09a_Morgaine_EP,09a_Morgaine_EP,@09a_Morgaine,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Objects\Characters\npc\natural\morgaine\Morgaine.cdf,Libs\Timeline\Npc\Druidess_ambient_bye.timeline,Libs\Timeline\Npc\Druidess_ambient_greet.timeline,Libs\Timeline\Npc\Druidess_ambient_idle.timeline,Libs\Timeline\Npc\Druidess_ambient_talk.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_09A_Morgaine_EP_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Morgaine_EP_On,SwapActive_09A_Morgaine_EP_On,,0,0,0.05,1,0,1.1,,
09a_Vachon,09a_Vachon,@09a_Vachon,Objects\Characters\npc\Settlements\09a_vachon.cdf,Objects\Characters\npc\Settlements\09a_vachon.cdf,Libs\Timeline\Npc\settle_ranger_outro_01.timeline,Libs\Timeline\Npc\settle_ranger_intro_01.timeline,Libs\Timeline\Npc\settle_ranger_ambient_01.timeline,Libs\Timeline\Npc\settle_ranger_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!09A_M1 || SwapActive_09A_Vachon_WC_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,09A_M1 && !SwapActive_09A_Vachon_WC_On,09A_M1 && !SwapActive_09A_Vachon_WC_On,,0,0,0.05,1,0,1.1,,
09a_Marwa,09a_Marwa,@09a_Marwa,Objects\Characters\npc\Settlements\09a_shaheen.cdf,Objects\Characters\npc\Settlements\09a_shaheen.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!09A_M7 || (09A_S10 && 09A_M15),0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,09A_M7 && (!09A_S10 || !09A_M15),09A_M7 && (!09A_S10 || !09A_M15),,0,0,0.05,1,0,1.1,,
09A_Taurus_HG,09a_Taurus_HG,@09A_Taurus,Objects\Characters\npc\supernatural\Minotaur\Minotaur.cdf,Objects\Characters\npc\supernatural\Minotaur\Minotaur.cdf,Libs\Timeline\Npc\Minotaur_PlayByeAnim.timeline,Libs\Timeline\Npc\Minotaur_PlayGreetAnim.timeline,Libs\Timeline\Npc\Minotaur_PlayIdleLoop.timeline,Libs\Timeline\Npc\Minotaur_PlayInteractLoop.timeline,,,,,,,,,,1.25,1.25,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09a_Taurus_HG_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09a_Taurus_HG_On,SwapActive_09a_Taurus_HG_On,,0,0,0.05,1,0,1.1,,
09a_Hargest_NE_A,09a_Hargest_NE_A,@09a_Hargest,Objects\Characters\npc\Settlements\09a_hargest.cdf,Objects\Characters\npc\Settlements\09a_hargest.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09A_Hargest_NE_A_On,0,0,0.05,4,1,5,Libs\Timeline\Npc\Walkaways\09A_M3_Hargest_NE_A_WalkIn.timeline,SwapActive_09A_Hargest_NE_A_On,SwapActive_09A_Hargest_NE_A_On,3,0,0.05,0.05,1,8,8.5,,
09a_Hargest_End,09a_Hargest_End,@09a_Hargest,Objects\Characters\npc\Settlements\09a_hargest.cdf,Objects\Characters\npc\Settlements\09a_hargest.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_M15 || !SwapActive_09A_Hargest_End_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_M15 && SwapActive_09A_Hargest_End_On,!09A_M15 && SwapActive_09A_Hargest_End_On,,0,0,0.05,1,0,1.1,,
