TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FactionIntro_Marauders_03_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_Container,,,,,,,,,,,,,,,FactionIntro_Marauders_03_Container2,FactionIntro_Marauders_03_Hedge_On,FactionIntro_Marauders_03_Container7,FactionIntro_Marauders_03_Whisper,FactionIntro_Marauders_03_CompleteAchievement
FactionIntro_Marauders_03_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_Container2,,,,,,,,,,,,,,,FactionIntro_Marauders_03_Container3,FactionIntro_Marauders_03_KillKnights,FactionIntro_Marauders_03_RescueCaptiveA,FactionIntro_Marauders_03_RescueCaptiveB,FactionIntro_Marauders_03_RescueCaptiveC
FactionIntro_Marauders_03_Container3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_Container3,,,,,,,,,,,,,,,FactionIntro_Marauders_03_GoTo,FactionIntro_Marauders_03_Container4,,,
FactionIntro_Marauders_03_GoTo,TaskGoToPOITag,,,,,,,,,true,,keep_40283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_GoTo,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_Container4,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_Container4,,,1,,,,,,,,,,,,FactionIntro_Marauders_03_Container5,FactionIntro_Marauders_03_Container6,,,
FactionIntro_Marauders_03_Container5,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Marauders_03_PlantExplosiveA,FactionIntro_Marauders_03_DestructionVFX_A_Delay,FactionIntro_Marauders_03_DestructionVFX_A_On,,
FactionIntro_Marauders_03_PlantExplosiveA,TaskGameEvent,,,,1,,,,,true,,keep_40283,,,,,,,,,,IO_98_Marauders_03_ExplosivePlacementA,,,98_Marauders_03_ExplosivePlacementA_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_DestroyTowerA,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_A_Delay,TaskTimer,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_A_On,TaskUnlockAchievement,,,,1,98_Marauders_Watchtower_DestroyedA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_Container6,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Marauders_03_PlantExplosiveB,FactionIntro_Marauders_03_DestructionVFX_B_Delay,FactionIntro_Marauders_03_DestructionVFX_B_On,,
FactionIntro_Marauders_03_PlantExplosiveB,TaskGameEvent,,,,1,,,,,true,,keep_40283,,,,,,,,,,IO_98_Marauders_03_ExplosivePlacementB,,,98_Marauders_03_ExplosivePlacementB_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_DestroyTowerB,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_B_Delay,TaskTimer,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_B_On,TaskUnlockAchievement,,,,1,98_Marauders_Watchtower_DestroyedB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_KillKnights,TaskKillContribution,,,,8,,,,,true,,keep_40283,,,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_KillKnights,,,,true,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_RescueCaptiveA,TaskGameEvent,,,,1,98_Marauders_03_CaptiveA,,,,,,keep_40283,,,,,,,,,,IO_98_Marauders_03_HostageA,,,98_Marauders_03_CaptiveA_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_CaptiveA,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_RescueCaptiveB,TaskGameEvent,,,,1,98_Marauders_03_CaptiveB,,,,,,keep_40283,,,,,,,,,,IO_98_Marauders_03_HostageB,,,98_Marauders_03_CaptiveB_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_CaptiveB,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_RescueCaptiveC,TaskGameEvent,,,,1,98_Marauders_03_CaptiveC,,,,,,keep_40283,,,,,,,,,,IO_98_Marauders_03_HostageC,,,98_Marauders_03_CaptiveC_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_CaptiveC,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_Hedge_On,TaskUnlockAchievement,,,,1,SwapActive_9819_Hedge_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_Container7,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Marauders_03_ReturnToEnclave,FactionIntro_Marauders_03_DestructionVFX_A_Off,FactionIntro_Marauders_03_DestructionVFX_B_Off,,
FactionIntro_Marauders_03_ReturnToEnclave,TaskGoToPOITag,,,,,,,,,,,marauderenclave_40292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Marauders_03_ReturnToEnclave,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_A_Off,TaskLockAchievement,,,,1,98_Marauders_Watchtower_DestroyedA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_DestructionVFX_B_Off,TaskLockAchievement,,,,1,98_Marauders_Watchtower_DestroyedB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_Whisper,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,98_Marauders_Whisper_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FactionIntro_Marauders_03_CompleteAchievement,TaskUnlockAchievement,,,,1,98_Marauders_IntroComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Marauders_Container,,,,,,,,,,,,,,,FactionIntro_Marauders_Recruitment_FactionHandoffUnlock,FactionIntro_Marauders_Recruitment_JoinFaction,,,
FactionIntro_Marauders_Recruitment_FactionHandoffUnlock,TaskUnlockAchievement,,,,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_JoinFaction,TaskChooseFaction,,1,,,9820_Smiggs,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Marauders_JoinFaction,,,,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Marauders_Recruitment_UnlockShrine,FactionIntro_Marauders_Recruitment_LockShrine1,FactionIntro_Marauders_Recruitment_LockShrine2,FactionIntro_Marauders_Recruitment_LockShrine3,FactionIntro_Marauders_Recruitment_LockShrine4
FactionIntro_Marauders_Recruitment_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_03_40293_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_LockShrine1,TaskLockAchievement,,,,1,spiritshrine_07_40183_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_LockShrine2,TaskLockAchievement,,,,1,spiritshrine_07_40183_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_LockShrine3,TaskLockAchievement,,,,1,spiritshrine_04_40295_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Marauders_Recruitment_LockShrine4,TaskLockAchievement,,,,1,spiritshrine_04_40295_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_Container,,,,,,,,,,,,,,,FactionIntro_Syndicate_01_Container1,FactionIntro_Syndicate_01_Aventus_00_Off,FactionIntro_Syndicate_01_Aventus_01_On,FactionIntro_Syndicate_01_Container2,
FactionIntro_Syndicate_01_Container1,PartialTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_Container1,,,,,,,,,,,,,,,FactionIntro_Syndicate_01_TASKTEXTFIX,FactionIntro_Syndicate_01_KillTheAlpha,,,
FactionIntro_Syndicate_01_TASKTEXTFIX,TaskHaveAndReturnItems,,,,1,Null_Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_KillWolves,,9290 4509,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_KillTheAlpha,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,IO_98_Syndicate_01_WolfLure,,,Wolf_Timber_17_WaveEvent_Alpha,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_KillWolves,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_Container2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_Container2,,,,,,,,,,,,,,,FactionIntro_Syndicate_01_TalkToAventus,FactionIntro_Syndicate_01_TalkToCleo,FactionIntro_Syndicate_01_UnlockShrine,,
FactionIntro_Syndicate_01_TriggerArea,TaskTriggerArea,,,,,Worldevent_cutscene_syndicate,,,,true,,syndicateenclave_40294,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_GoToEnclave,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_TriggerCutscene,TaskTemporaryUnlockAchievement,,,,1,98_Cutscene_SyndicateEnclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_Aventus_00_Off,TaskUnlockAchievement,,,,1,SwapActive_9807_Aventus_00_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_Aventus_01_On,TaskUnlockAchievement,,,,1,SwapActive_9807_Aventus_01_On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_TalkToAventus,TaskConversationState,,,,1,9807_Aventus_01,,,,,,,,,,,,,,,,,9807_Aventus_01_TalkTo,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_TalkToAventus,,9860 4805,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_TalkToCleo,TaskConversationState,,,,1,9808_Cleo_00,,,,,,,,,,,,,,,,,9808_Cleo_00_TalkTo,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_01_TalkToCleo,,,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_01_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_04_40295_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_02_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_02_Container,,,,,,,,,,,,,,,FactionIntro_Syndicate_02_AzothWater,,,,
FactionIntro_Syndicate_02_AzothWater,TaskGameEvent,,,,1,,,,,,,,,,,,,,,,,IO_98_Syndicate_02_AzothTreeWater,,,98_Syndicate_02_AzothTreeWater_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_02_CollectWater,,9988 4865,,true,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Vector_Container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_Vector_Container,,,,,,,,,,,,,,,FactionIntro_Syndicate_Vector_TransportNote,FactionIntro_Syndicate_Vector_HaveNote,,,
FactionIntro_Syndicate_Vector_TransportNote,TaskGiveAndTakeItem,,1,,,MI_SummonsNote,,,100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Vector_HaveNote,TaskHaveAndReturnItems,,1,,,MI_SummonsNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@06_task_transport_generic,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_Container,,,,,,,,,,,,,,,FactionIntro_Syndicate_03_Container1,FactionIntro_Syndicate_03_ReturnToEnclave,FactionIntro_Syndicate_03_Whisper,FactionIntro_Syndicate_03_CompleteAchievement,
FactionIntro_Syndicate_03_Container1,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_Container1,,10085 4211,,,,,,,,,,,,,FactionIntro_Syndicate_03_PourDraught_A,FactionIntro_Syndicate_03_PourDraught_B,FactionIntro_Syndicate_03_BreakBarrels,FactionIntro_Syndicate_03_TakeWaterskins,
FactionIntro_Syndicate_03_PourDraught_A,TaskGameEvent,,,,1,,,,,true,,Undead_bastion_40207,,,true,,,,,,,IO_98_Syndicate_03_Well_A,,,98_Syndicate_03_Well_A_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_Well_A,,10040 4312,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_PourDraught_B,TaskGameEvent,,,,1,,,,,true,,Undead_bastion_40207,,,true,,,,,,,IO_98_Syndicate_03_Well_B,,,98_Syndicate_03_Well_B_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_Well_B,,10040 4312,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_BreakBarrels,TaskGameEvent,,,,4,,,,,true,,Undead_bastion_40207,,,true,,,,,,,IO_98_Syndicate_03_WaterBarrel,,,98_Syndicate_03_WaterBarrel_Interact,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_WaterBarrels,,,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_TakeWaterskins,TaskHaveAndReturnItems,,,,8,FactionIntro_Syndicate_03_WaterSkin,Lost,65,,true,,Undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_Waterskins,,,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_ReturnToEnclave,TaskGoToPOITag,,,,,,,,,,,syndicateenclave_40294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionIntro_Syndicate_03_ReturnToEnclave,,,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_Whisper,TaskTriggerGameEvent,,,,1,,,,,,,,,,,,,,,,,,,,98_Syndicate_Whisper_01_Interact,,,,,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,
FactionIntro_Syndicate_03_CompleteAchievement,TaskUnlockAchievement,,,,1,98_Syndicate_IntroComplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_Container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Syndicate_Container,,,,,,,,,,,,,,,FactionIntro_Syndicate_Recruitment_FactionHandoffUnlock,FactionIntro_Syndicate_Recruitment_JoinFaction,,,
FactionIntro_Syndicate_Recruitment_FactionHandoffUnlock,TaskUnlockAchievement,,,,1,S_factionhandoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_JoinFaction,TaskChooseFaction,,1,,,9826_Astrid,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,@FactionRecruitment_Syndicate_JoinFaction,,,,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_Container2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FactionIntro_Syndicate_Recruitment_UnlockShrine,FactionIntro_Syndicate_Recruitment_LockShrine1,FactionIntro_Syndicate_Recruitment_LockShrine2,FactionIntro_Syndicate_Recruitment_LockShrine3,FactionIntro_Syndicate_Recruitment_LockShrine4
FactionIntro_Syndicate_Recruitment_UnlockShrine,TaskUnlockAchievement,,,,1,spiritshrine_04_40295_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_LockShrine1,TaskLockAchievement,,,,1,spiritshrine_07_40183_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_LockShrine2,TaskLockAchievement,,,,1,spiritshrine_07_40183_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_LockShrine3,TaskLockAchievement,,,,1,spiritshrine_03_40293_charted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FactionIntro_Syndicate_Recruitment_LockShrine4,TaskLockAchievement,,,,1,spiritshrine_03_40293_discovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
