UniqueTagID,IsEnabled,DisplayName,Description,PortraitImage,LandscapeImage,SquareImage,ThumbnailImage
Armor_Suncourt_Regalia,1,@Armor_Suncourt_Regalia_name,@Armor_Suncourt_Regalia_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_portrait_RoyalCourtLight.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_RoyalCourtLight.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_RoyalCourtLight.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_RoyalCourtLight.png
Armor_Jesters_Delight,1,@Armor_Jesters_Delight_name,@Armor_Jesters_Delight_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_portrait_RoyalCourtMedium.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_RoyalCourtMedium.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_RoyalCourtMedium.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_RoyalCourtMedium.png
Armor_Deaths_Coronation,1,@Armor_Deaths_Coronation_name,@Armor_Deaths_Coronation_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_portrait_RoyalCourtHeavy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_RoyalCourtHeavy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_RoyalCourtHeavy.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_RoyalCourtHeavy.png
Housing_Happy_Pumpkin,1,@Housing_Happy_Pumpkin_name,@Housing_Happy_Pumpkin_description,LyShineUI/Images/mtx/mtx_product_images/housingItem_Portrait_PumpkinHappy.png,LyShineUI/Images/mtx/mtx_product_images/housingItem_Rectangle_PumpkinHappy.png,LyShineUI/Images/mtx/mtx_product_images/housingItem_Square_PumpkinHappy.png,LyShineUI/Images/mtx/mtx_product_images/housingItem_Thumbnail_PumpkinHappy.png
Tool_AzothStaff_Monster,1,@Tool_AzothStaff_Monster_name,@Tool_AzothStaff_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_AzothStaffClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_AzothStaffClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_AzothStaffClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_AzothStaffClassicMonster.png
Tool_FishingPole_Monster,1,@Tool_FishingPole_Monster_name,@Tool_FishingPole_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_FishingPoleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_FishingPoleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_FishingPoleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_FishingPoleClassicMonster.png
Tool_LoggingAxe_Monster,1,@Tool_LoggingAxe_Monster_name,@Tool_LoggingAxe_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_LoggingAxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_LoggingAxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_LoggingAxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_LoggingAxeClassicMonster.png
Tool_PickAxe_Monster,1,@Tool_PickAxe_Monster_name,@Tool_PickAxe_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_PickaxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_PickaxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_PickaxeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_PickaxeClassicMonster.png
Tool_Sickle_Monster,1,@Tool_Sickle_Monster_name,@Tool_Sickle_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SickleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SickleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SickleClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SickleClassicMonster.png
Tool_SkinningKnife_Monster,1,@Tool_SkinningKnife_Monster_name,@Tool_SkinningKnife_Monster_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SkinningKnifeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SkinningKnifeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SkinningKnifeClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SkinningKnifeClassicMonster.png
Tool_AzothStaff_LegendaryAzoth,1,@Tool_AzothStaff_LegendaryAzoth_name,@Tool_AzothStaff_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_AzothStaffAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_AzothStaffAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_AzothStaffAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_AzothStaffAzoth.png
Tool_FishingPole_LegendaryAzoth,1,@Tool_FishingPole_LegendaryAzoth_name,@Tool_FishingPole_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_FishingPoleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_FishingPoleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_FishingPoleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_FishingPoleAzoth.png
Tool_LoggingAxe_LegendaryAzoth,1,@Tool_LoggingAxe_LegendaryAzoth_name,@Tool_LoggingAxe_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_LoggingAxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_LoggingAxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_LoggingAxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_LoggingAxeAzoth.png
Tool_PickAxe_LegendaryAzoth,1,@Tool_PickAxe_LegendaryAzoth_name,@Tool_PickAxe_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_PickaxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_PickaxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_PickaxeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_PickaxeAzoth.png
Tool_Sickle_LegendaryAzoth,1,@Tool_Sickle_LegendaryAzoth_name,@Tool_Sickle_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SickleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SickleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SickleAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SickleAzoth.png
Tool_SkinningKnife_LegendaryAzoth,1,@Tool_SkinningKnife_LegendaryAzoth_name,@Tool_SkinningKnife_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SkinningKnifeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SkinningKnifeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SkinningKnifeAzoth.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SkinningKnifeAzoth.png
Tool_AzothStaff_LegendaryStrength,1,@Tool_AzothStaff_LegendaryStrength_name,@Tool_AzothStaff_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_AzothStaffStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_AzothStaffStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_AzothStaffStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_AzothStaffStrength.png
Tool_FishingPole_LegendaryStrength,1,@Tool_FishingPole_LegendaryStrength_name,@Tool_FishingPole_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_FishingPoleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_FishingPoleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_FishingPoleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_FishingPoleStrength.png
Tool_LoggingAxe_LegendaryStrength,1,@Tool_LoggingAxe_LegendaryStrength_name,@Tool_LoggingAxe_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_LoggingAxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_LoggingAxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_LoggingAxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_LoggingAxeStrength.png
Tool_PickAxe_LegendaryStrength,1,@Tool_PickAxe_LegendaryStrength_name,@Tool_PickAxe_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_PickaxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_PickaxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_PickaxeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_PickaxeStrength.png
Tool_Sickle_LegendaryStrength,1,@Tool_Sickle_LegendaryStrength_name,@Tool_Sickle_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SickleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SickleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SickleStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SickleStrength.png
Tool_SkinningKnife_LegendaryStrength,1,@Tool_SkinningKnife_LegendaryStrength_name,@Tool_SkinningKnife_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SkinningKnifeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SkinningKnifeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SkinningKnifeStrength.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SkinningKnifeStrength.png
Server_Transfer,1,@server_transfer_name,@server_transfer_description,lyshineui/images/mtx/mtx_product_images/services_Portrait_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Rectangle_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Square_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Thumbnail_ServerTransfer.png
Emote_ChestPound,1,@Emote_ChestPound_name,@Emote_ChestPound_description,lyshineui/images/mtx/mtx_product_images/emote_Portrait_Chestpound.png,lyshineui/images/mtx/mtx_product_images/emote_Rectangle_Chestpound.png,lyshineui/images/mtx/mtx_product_images/emote_Square_Chestpound.png,lyshineui/images/mtx/mtx_product_images/emote_Thumbnail_Chestpound.png
Emote_Impatient,1,@Emote_Impatient_name,@Emote_Impatient_description,lyshineui/images/mtx/mtx_product_images/emote_Portrait_Impatient.png,lyshineui/images/mtx/mtx_product_images/emote_Rectangle_Impatient.png,lyshineui/images/mtx/mtx_product_images/emote_Square_Impatient.png,lyshineui/images/mtx/mtx_product_images/emote_Thumbnail_Impatient.png
Emote_Cry,1,@Emote_Cry_name,@Emote_Cry_description,lyshineui/images/mtx/mtx_product_images/emote_Portrait_Cry1.png,lyshineui/images/mtx/mtx_product_images/emote_Rectangle_Cry1.png,lyshineui/images/mtx/mtx_product_images/emote_Square_Cry1.png,lyshineui/images/mtx/mtx_product_images/emote_Thumbnail_Cry1.png
Apparel_WarSpecial,1,@Apparel_WarSpecial_name,@Apparel_WarSpecial_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_WarAssassin.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_WarAssassin.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_WarAssassin.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_WarAssassin.png
Apparel_RoyalCourt_Crown,1,@Apparel_RoyalCourt_Crown_name,@Apparel_RoyalCourt_Crown_description,LyShineUI/Images/mtx/mtx_product_images/armor_Portrait_RoyalCourtCrown.png,LyShineUI/Images/mtx/mtx_product_images/armor_Rectangle_RoyalCourtCrown.png,LyShineUI/Images/mtx/mtx_product_images/armor_Square_RoyalCourtCrown.png,LyShineUI/Images/mtx/mtx_product_images/armor_Thumbnail_RoyalCourtCrown.png
Apparel_RoyalCourt_Tiara,1,@Apparel_RoyalCourt_Tiara_name,@Apparel_RoyalCourt_Tiara_description,LyShineUI/Images/mtx/mtx_product_images/armor_Portrait_RoyalCourtTiara.png,LyShineUI/Images/mtx/mtx_product_images/armor_Rectangle_RoyalCourtTiara.png,LyShineUI/Images/mtx/mtx_product_images/armor_Square_RoyalCourtTiara.png,LyShineUI/Images/mtx/mtx_product_images/armor_Thumbnail_RoyalCourtTiara.png
Weapon_Bow_RoyalCourt,1,@Weapon_Bow_RoyalCourt_name,@Weapon_Bow_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/weapon_Portrait_BowRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Rectangle_BowRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Square_BowRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/weapon_Thumbnail_BowRoyalCourt.png
Tool_AzothStaff_RoyalCourt,1,@Tool_AzothStaff_RoyalCourt_name,@Tool_AzothStaff_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
Tool_FishingPole_RoyalCourt,1,@Tool_FishingPole_RoyalCourt_name,@Tool_FishingPole_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
Tool_LoggingAxe_RoyalCourt,1,@Tool_LoggingAxe_RoyalCourt_name,@Tool_LoggingAxe_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
Tool_PickAxe_RoyalCourt,1,@Tool_PickAxe_RoyalCourt_name,@Tool_PickAxe_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
Tool_Sickle_RoyalCourt,1,@Tool_Sickle_RoyalCourt_name,@Tool_Sickle_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/tool_Portrait_SickleRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/tool_Rectangle_SickleRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/tool_Square_SickleRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/tool_Thumbnail_SickleRoyalCourt.png
Tool_SkinningKnife_RoyalCourt,1,@Tool_SkinningKnife_RoyalCourt_name,@Tool_SkinningKnife_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png,LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
silver_dye,1,@silver_dye_name,@silver_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye58_Portrait_Silver.png,LyShineUI/Images/mtx/mtx_product_images/dye58_Rectangle_Silver.png,LyShineUI/Images/mtx/mtx_product_images/dye58_Square_Silver.png,LyShineUI/Images/mtx/mtx_product_images/dye58_Thumbnail_Silver.png
silt_dye,1,@silt_dye_name,@silt_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye74_Portrait_Silt.png,LyShineUI/Images/mtx/mtx_product_images/dye74_Rectangle_Silt.png,LyShineUI/Images/mtx/mtx_product_images/dye74_Square_Silt.png,LyShineUI/Images/mtx/mtx_product_images/dye74_Thumbnail_Silt.png
keylime_dye,1,@keylime_dye_name,@keylime_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye88_Portrait_KeyLime.png,LyShineUI/Images/mtx/mtx_product_images/dye88_Rectangle_KeyLime.png,LyShineUI/Images/mtx/mtx_product_images/dye88_Square_KeyLime.png,LyShineUI/Images/mtx/mtx_product_images/dye88_Thumbnail_KeyLime.png
hiddenstream_dye,1,@hiddenstream_dye_name,@hiddenstream_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye104_Portrait_HiddenStream.png,LyShineUI/Images/mtx/mtx_product_images/dye104_Rectangle_HiddenStream.png,LyShineUI/Images/mtx/mtx_product_images/dye104_Square_HiddenStream.png,LyShineUI/Images/mtx/mtx_product_images/dye104_Thumbnail_HiddenStream.png
deepvelvet_dye,1,@deepvelvet_dye_name,@deepvelvet_dye_description,LyShineUI/Images/mtx/mtx_product_images/dye123_Portrait_DeepVelvet.png,LyShineUI/Images/mtx/mtx_product_images/dye123_Rectangle_DeepVelvet.png,LyShineUI/Images/mtx/mtx_product_images/dye123_Square_DeepVelvet.png,LyShineUI/Images/mtx/mtx_product_images/dye123_Thumbnail_DeepVelvet.png
Bundle_Decor_RoyalCourt,1,@Bundle_Decor_RoyalCourt_name,@Bundle_Decor_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/decorSet_Portrait_RoyalCourt2021.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Rectangle_RoyalCourt2021.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Square_RoyalCourt2021.png,LyShineUI/Images/mtx/mtx_product_images/decorSet_Thumbnail_RoyalCourt2021.png
Bundle_Tool_LegendaryAzoth,1,@Bundle_Tool_LegendaryAzoth_name,@Bundle_Tool_LegendaryAzoth_description,LyShineUI/Images/mtx/mtx_product_images/bundle_Portrait_ToolsAzoth.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Rectangle_ToolsAzoth.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Square_ToolsAzoth.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Thumbnail_ToolsAzoth.png
Bundle_Tool_LegendaryStrength,1,@Bundle_Tool_LegendaryStrength_name,@Bundle_Tool_LegendaryStrength_description,LyShineUI/Images/mtx/mtx_product_images/bundle_Portrait_ToolsStrength.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Rectangle_ToolsStrength.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Square_ToolsStrength.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Thumbnail_ToolsStrength.png
Bundle_Tool_ClassicMonster,1,@Bundle_Tool_ClassicMonster_name,@Bundle_Tool_ClassicMonster_description,LyShineUI/Images/mtx/mtx_product_images/bundle_Portrait_ToolsClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Rectangle_ToolsClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Square_ToolsClassicMonster.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Thumbnail_ToolsClassicMonster.png
Bundle_Tool_RoyalCourt,1,@Bundle_Tool_RoyalCourt_name,@Bundle_Tool_RoyalCourt_description,LyShineUI/Images/mtx/mtx_product_images/bundle_Portrait_ToolsRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Rectangle_ToolsRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Square_ToolsRoyalCourt.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Thumbnail_ToolsRoyalCourt.png
Apparel_AutumnKing,1,@Apparel_AutumnKing_name,@Apparel_AutumnKing_description,LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_AutumnKing.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_AutumnKing.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_AutumnKing.png,LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_AutumnKing.png
Bundle_WarSpecial_Promo,1,@Bundle_WarSpecial_Promo_name,@Bundle_WarSpecial_Promo_description,LyShineUI/Images/mtx/mtx_product_images/bundle_Portrait_Promo_WarSpecial.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Rectangle_Promo_WarSpecial.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Square_Promo_WarSpecial.png,LyShineUI/Images/mtx/mtx_product_images/bundle_Thumbnail_Promo_WarSpecial.png
Server_Transfer_Pay,1,@server_transfer_name,@server_transfer_description,lyshineui/images/mtx/mtx_product_images/services_Portrait_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Rectangle_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Square_ServerTransfer.png,lyshineui/images/mtx/mtx_product_images/services_Thumbnail_ServerTransfer.png
